"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Western Buffer","WM1","1989-06-16","1","Bottom Water","7.4","5","8.5","30.5","4.2","24.1","<0.5","0.07"
"Western Buffer","WM1","1989-07-21","1","Surface Water","3.3","5.4","8.6","30.4","6.4","26.2","3","0.19"
"Western Buffer","WM1","1989-07-21","1","Middle Water","4.8","5.4","8.7","31.5","6.9","26","3","0.15"
"Western Buffer","WM1","1989-07-21","1","Bottom Water","2.6","5.4","8.7","31.6","13","25.9","6.5","0.1"
"Western Buffer","WM1","1989-08-14","1","Surface Water","9.7","7","8.9","28.3","3.4","27","3","0.04"
"Western Buffer","WM1","1989-08-14","1","Middle Water","3.4","4.2","8.8","29.6","15","25.8","8.5","0.07"
"Western Buffer","WM1","1989-08-14","1","Bottom Water","2.2","1.6","8.6","33.7","4.2","22.8","6","0.15"
"Western Buffer","WM1","1989-09-11","1","Surface Water","9.8","5.8","8.5","30.1","3.7","28.4","3","0.06"
"Western Buffer","WM1","1989-09-11","1","Middle Water","6.5","4.6","8.6","30.8","7","28","5","0.1"
"Western Buffer","WM1","1989-09-11","1","Bottom Water","5.8","3.6","8.5","31.5","5.8","27.4","7.5","0.1"
"Western Buffer","WM1","1989-10-13","1","Surface Water","0.2","5.2","8.5","32.7","8.6","26.3","14","0.16"
"Western Buffer","WM1","1989-10-13","1","Middle Water","1.3","5.3","8.5","32.7","3.5","26.3","15","0.15"
"Western Buffer","WM1","1989-10-13","1","Bottom Water","0.8","5.3","8.5","32.7","13.5","26.3","14","0.18"
"Western Buffer","WM1","1989-11-17","1","Surface Water","0.8","6","8.5","31.8","7.3","23.1","5","0.1"
"Western Buffer","WM1","1989-11-17","1","Middle Water","0.9","5.9","8.5","31.8","9.1","23.1","7.5","0.09"
"Western Buffer","WM1","1989-11-17","1","Bottom Water","0.5","5.8","8.5","31.9","13.8","23.1","12","0.09"
"Western Buffer","WM1","1989-12-15","1","Surface Water","2.5","6.4","8.5","31.8","4.8","19.6","5.5","0.15"
"Western Buffer","WM1","1989-12-15","1","Middle Water","2.5","6.4","8.5","31.9","5.2","19.6","6.5","0.14"
"Western Buffer","WM1","1989-12-15","1","Bottom Water","2.3","6.5","8.5","32","4.6","19.6","6","0.13"
"Western Buffer","WM1","1990-01-22","1","Surface Water","0.3","7","8.3","31.2","2.4","16.8","2","0.09"
"Western Buffer","WM1","1990-01-22","1","Middle Water","0.8","7","8.3","31.3","2.8","16.8","2","0.1"
"Western Buffer","WM1","1990-01-22","1","Bottom Water","0.4","7","8.4","31.3","3","16.8","2","0.14"
"Western Buffer","WM1","1990-02-09","1","Surface Water","1.1","7.8","8.5","31.5","2","16.1","2","0.12"
"Western Buffer","WM1","1990-02-09","1","Middle Water","0.4","7","8.5","31.3","2.1","16","1.5","0.13"
"Western Buffer","WM1","1990-02-09","1","Bottom Water","0.4","6.7","8.5","31.3","2.1","16","2","0.13"
"Western Buffer","WM1","1990-03-19","1","Surface Water","3.7","6.1","8.4","23.2","2.2","25.6","1","0.09"
"Western Buffer","WM1","1990-03-19","1","Middle Water","0.8","7","8.6","31.8","2","17.1","1.5","0.14"
"Western Buffer","WM1","1990-03-19","1","Bottom Water","0.5","7","8.7","31.8","1.9","17","1.5","0.05"
"Western Buffer","WM1","1990-04-09","1","Surface Water","0.3","6.3","8.3","32.1","3","20.1","2.5","0.14"
"Western Buffer","WM1","1990-04-09","1","Middle Water","0.3","5.7","8.3","32.2","2.2","20","2.5","0.18"
"Western Buffer","WM1","1990-04-09","1","Bottom Water","0.5","5.9","8.4","32.3","2.3","19.8","2.5","0.11"
"Western Buffer","WM1","1990-05-11","1","Surface Water","1.1","6.8","8.6","31.2","4","22.5","1","0.2"
"Western Buffer","WM1","1990-05-11","1","Middle Water","1.1","6.2","8.7","32.1","5.4","22.4","4","0.11"
"Western Buffer","WM1","1990-05-11","1","Bottom Water","1.6","4.7","8.6","33.1","3","21.7","3","0.08"
"Western Buffer","WM1","1990-06-11","1","Surface Water","1.9","6.8","8.4","29.1","2.8","25.9","1","0.16"
"Western Buffer","WM1","1990-06-11","1","Middle Water","4.8","7","8.6","29.9","3.1","25.7","1.5","0.1"
"Western Buffer","WM1","1990-06-11","1","Bottom Water","1.9","6.4","8.7","33.1","5.5","24.8","1.5","0.04"
"Western Buffer","WM1","1990-07-09","1","Surface Water","0.5","10.2","8.7","23","2.2","28.6","1","0.27"
"Western Buffer","WM1","1990-07-09","1","Middle Water","<0.2","4.2","8.3","32.7","2.7","24.4","2.5","0.2"
"Western Buffer","WM1","1990-07-09","1","Bottom Water","<0.2","3.6","8.3","34","5.3","23.5","5.5","0.14"
"Western Buffer","WM1","1990-08-13","1","Surface Water","6.4","7.8","8.4","27.1","5","28.6","0.5","0.22"
"Western Buffer","WM1","1990-08-13","1","Middle Water","1.6","4.5","8.3","33.7","8","25.2","5","0.12"
"Western Buffer","WM1","1990-08-13","1","Bottom Water","<0.2","4.4","8.3","34.1","7","24.7","6","0.09"
"Western Buffer","WM1","1990-09-10","1","Surface Water","1.6","5.8","8.3","31.3","10","27.7","1","0.18"
"Western Buffer","WM1","1990-09-10","1","Middle Water","1.3","5","8.3","32.2","20","27.5","3","0.13"
"Western Buffer","WM1","1990-09-10","1","Bottom Water","1.3","4.8","8.3","32.8","14","27.2","5.5","0.13"
"Western Buffer","WM1","1990-10-12","1","Surface Water","1.7","3.8","8","30.8","2","27.3","4.5","0.22"
"Western Buffer","WM1","1990-10-12","1","Middle Water","0.5","4.7","8.1","31.5","3","27.1","9.5","0.18"
"Western Buffer","WM1","1990-10-12","1","Bottom Water","1.3","5.4","8.1","31.7","4","27.2","7.5","0.11"
"Western Buffer","WM1","1990-11-09","1","Surface Water","2.4","7.2","7.7","31.5","5.2","24.7","7","0.27"
"Western Buffer","WM1","1990-11-09","1","Middle Water","1.1","7.2","7.9","31.7","6.8","24.7","4.5","0.3"
"Western Buffer","WM1","1990-11-09","1","Bottom Water","1","7.4","7.9","32","7.2","24.7","3.5","0.28"
"Western Buffer","WM1","1990-12-10","1","Surface Water","0.5","7.5","8.1","32.6","11","19","6","0.17"
"Western Buffer","WM1","1990-12-10","1","Middle Water","0.5","7.6","8.2","32.6","10","18.9","16","0.17"
"Western Buffer","WM1","1990-12-10","1","Bottom Water","0.3","7.9","8.1","32.6","14","18.8","16","0.17"
"Western Buffer","WM1","1991-01-11","1","Surface Water","0.8","6.9","8","32.3","7","17.3","3","0.12"
"Western Buffer","WM1","1991-01-11","1","Middle Water","1.1","6.8","8","32.4","8.9","17.3","3.5","0.13"
"Western Buffer","WM1","1991-01-11","1","Bottom Water","0.5","9","8","32.5","6.1","17.1","3.5","0.09"
"Western Buffer","WM1","1991-02-21","1","Surface Water","1.1","8.4","8.2","31.6","2.8","17","3","0.32"
"Western Buffer","WM1","1991-02-21","1","Middle Water","1.5","8.1","8.1","31.8","3.3","17","3","0.31"
"Western Buffer","WM1","1991-02-21","1","Bottom Water","0.8","8","8.2","31.8","3.9","17","4","0.34"
"Western Buffer","WM1","1991-03-11","1","Surface Water","0.5","7.9","7.9","31.1","2.4","19.6","2","0.22"
"Western Buffer","WM1","1991-03-11","1","Middle Water","0.5","7.8","8","32.2","2.4","19","1.5","0.21"
"Western Buffer","WM1","1991-03-11","1","Bottom Water","0.3","7","8","33.5","2.4","18.8","1","0.14"
"Western Buffer","WM1","1991-04-12","1","Surface Water","1.6","7.6","8.1","30.1","5.3","22.7","6","0.16"
"Western Buffer","WM1","1991-04-12","1","Middle Water","1.9","6.9","8.1","32.6","2.4","20.9","3","0.04"
"Western Buffer","WM1","1991-04-12","1","Bottom Water","1.6","6.9","8.1","33.4","7.2","20","18","0.14"
"Western Buffer","WM1","1991-05-03","1","Surface Water","0.5","6.2","8.2","32.9","2.5","23","2.5","0.19"
"Western Buffer","WM1","1991-05-03","1","Middle Water","1.1","6.1","8.2","33.3","2.8","22.8","6","0.13"
"Western Buffer","WM1","1991-05-03","1","Bottom Water","0.8","6.1","8.2","33.5","7.6","22.8","10","0.12"
"Western Buffer","WM1","1991-06-06","1","Surface Water","6.7","8.1","8.6","28.5","1.7","27.3","5.5","0.13"
"Western Buffer","WM1","1991-06-06","1","Middle Water","0.8","4","8.2","33.4","1.5","23.1","1","0.09"
"Western Buffer","WM1","1991-06-06","1","Bottom Water","0.5","4.1","8.2","33.9","2","22.4","4","0.06"
"Western Buffer","WM1","1991-07-08","1","Surface Water","26","7.9","8.8","19.9","2.9","26.4","4","0.65"
"Western Buffer","WM1","1991-07-08","1","Middle Water","0.8","3.5","8.3","32.5","3.5","22.1","4.5","0.35"
"Western Buffer","WM1","1991-07-08","1","Bottom Water","0.5","4","8.3","34","3.8","20.9","4.5","0.18"
"Western Buffer","WM1","1991-08-08","1","Surface Water","5.6","8.4","8.4","24.2","2","25.8","3","0.34"
"Western Buffer","WM1","1991-08-08","1","Middle Water","1.1","4.2","8.2","30.7","3.8","22.6","5.5","0.32"
"Western Buffer","WM1","1991-08-08","1","Bottom Water","0.3","3.7","8.1","33.9","3.5","19.7","4","0.3"
"Western Buffer","WM1","1991-09-16","1","Surface Water","<0.2","4.8","8","30.7","1.4","24.4","2","0.28"
"Western Buffer","WM1","1991-09-16","1","Middle Water","<0.2","4.5","8","30.9","1.3","24.4","5.5","0.27"
"Western Buffer","WM1","1991-09-16","1","Bottom Water","0.8","4.3","8","32.7","2.2","24.2","6","0.25"
"Western Buffer","WM1","1991-10-10","1","Surface Water","0.5","8.7","8.2","32.9","2.4","24.8","5","0.18"
"Western Buffer","WM1","1991-10-10","1","Middle Water","<0.2","7.8","8.2","32.9","2.8","24.8","4.5","0.14"
"Western Buffer","WM1","1991-10-10","1","Bottom Water","1.3","9.7","8.2","33","3.5","24.5","8","0.14"
"Western Buffer","WM1","1991-11-18","1","Surface Water","0.4","7.7","6.5","32.4","6.1","22.1","10","0.26"
"Western Buffer","WM1","1991-11-18","1","Middle Water","0.4","7.1","8.1","32.5","3.8","22","6","0.13"
"Western Buffer","WM1","1991-11-18","1","Bottom Water","0.7","7.4","8.2","32.5","4.3","21.9","8","0.13"
"Western Buffer","WM1","1991-12-13","1","Surface Water","0.3","N/A","7.9","N/A","6.8","N/A","8","0.56"
"Western Buffer","WM1","1991-12-13","1","Middle Water","0.3","N/A","7.9","N/A","10","N/A","13","0.48"
"Western Buffer","WM1","1991-12-13","1","Bottom Water","0.3","N/A","7.9","N/A","11","N/A","12","0.44"
"Western Buffer","WM1","1992-01-10","1","Surface Water","0.3","12.5","8.2","28.5","3.5","17.2","2.5","0.14"
"Western Buffer","WM1","1992-01-10","1","Middle Water","0.5","8.4","8.3","32","4.5","17.5","4.5","0.13"
"Western Buffer","WM1","1992-01-10","1","Bottom Water","0.5","8.1","8.4","32.1","5.3","17.5","4.5","0.13"
"Western Buffer","WM1","1992-02-24","1","Surface Water","0.3","7.3","7.9","32.1","4.5","15.2","5.5","0.15"
"Western Buffer","WM1","1992-02-24","1","Middle Water","0.8","7.4","8","32.1","4.9","15.1","6","0.16"
"Western Buffer","WM1","1992-02-24","1","Bottom Water","0.5","7.2","8","32.1","3.4","15","4.5","0.13"
"Western Buffer","WM1","1992-03-16","1","Surface Water","<0.2","7.3","8","31.9","4.9","17.9","5.5","0.27"
"Western Buffer","WM1","1992-03-16","1","Middle Water","0.3","7.2","8","32.2","3.7","17.3","4.5","0.25"
"Western Buffer","WM1","1992-03-16","1","Bottom Water","0.5","7.3","8.1","32.6","2.8","17.1","3.5","0.19"
"Western Buffer","WM1","1992-04-10","1","Surface Water","0.3","6.4","8","29.8","2.9","19.3","2","0.32"
"Western Buffer","WM1","1992-04-10","1","Middle Water","0.3","6.7","8","32.4","2.3","19.3","2","0.1"
"Western Buffer","WM1","1992-04-10","1","Bottom Water","0.8","6.5","8","32.5","4.3","19.3","5","0.1"
"Western Buffer","WM1","1992-05-11","1","Surface Water","0.5","5.4","8.1","29.3","4","22.9","3","0.22"
"Western Buffer","WM1","1992-05-11","1","Middle Water","0.5","5.3","8","29.6","3.4","22.9","3","0.22"
"Western Buffer","WM1","1992-05-11","1","Bottom Water","<0.2","5.1","8.1","30.8","4.6","22.8","2.5","0.15"
"Western Buffer","WM1","1992-06-12","1","Surface Water","1.6","6","7.9","29.5","5.6","25.6","5","0.23"
"Western Buffer","WM1","1992-06-12","1","Middle Water","<0.2","6.2","8.1","30","5.8","25.5","5.5","0.14"
"Western Buffer","WM1","1992-06-12","1","Bottom Water","0.5","6","8.1","31.1","5.1","25.5","4","0.14"
"Western Buffer","WM1","1992-07-24","1","Surface Water","0.5","6.1","7.7","28.7","3.7","26.2","3.5","0.18"
"Western Buffer","WM1","1992-07-24","1","Middle Water","<0.2","5.7","7.7","29.6","4.9","25.6","5.5","0.18"
"Western Buffer","WM1","1992-07-24","1","Bottom Water","<0.2","5.7","7.8","33.7","6.4","25.2","8.5","0.06"
"Western Buffer","WM1","1992-08-26","1","Surface Water","1.1","4.4","7.9","31.2","5.2","28.2","4","0.18"
"Western Buffer","WM1","1992-08-26","1","Middle Water","<0.2","4.3","7.9","31.2","5.5","28","3","0.21"
"Western Buffer","WM1","1992-08-26","1","Bottom Water","<0.2","4.6","8","31.5","7.1","27.9","11","0.16"
"Western Buffer","WM1","1992-09-18","1","Surface Water","1.1","8.1","8","30.7","2.2","23.1","4.5","0.2"
"Western Buffer","WM1","1992-09-18","1","Middle Water","<0.2","9.5","8","31","2.4","22.6","1.5","0.23"
"Western Buffer","WM1","1992-09-18","1","Bottom Water","1.1","8.5","7.9","32.8","3","22.2","7","0.23"
"Western Buffer","WM1","1992-10-16","1","Surface Water","0.5","5.4","8","33.1","4.6","26.9","6.5","0.14"
"Western Buffer","WM1","1992-10-16","1","Middle Water","0.5","5.4","8","33.1","4.5","26.8","8","0.18"
"Western Buffer","WM1","1992-10-16","1","Bottom Water","0.7","5.4","8","33.1","5.7","26.8","6.5","0.15"
"Western Buffer","WM1","1992-11-09","1","Surface Water","0.2","7.1","8.1","33.1","5.2","22.6","8","0.17"
"Western Buffer","WM1","1992-11-09","1","Middle Water","0.2","7.1","8.1","33.1","5","22.6","8","0.16"
"Western Buffer","WM1","1992-11-09","1","Bottom Water","0.2","7.1","8.1","33.2","5","22.6","7.5","0.17"
"Western Buffer","WM1","1992-12-04","1","Surface Water","1.1","5.3","8","33","3.5","20.4","3.5","0.23"
"Western Buffer","WM1","1992-12-04","1","Middle Water","1.3","7.6","8","32.1","3.1","20.3","1.5","0.36"
"Western Buffer","WM1","1992-12-04","1","Bottom Water","0.9","8.8","8","30.7","3.4","20.4","1","0.27"
"Western Buffer","WM1","1993-01-11","1","Surface Water","0.4","6.9","8","32.7","6.4","19.4","7.5","0.39"
"Western Buffer","WM1","1993-01-11","1","Middle Water","1.2","7.4","8.1","32.8","8.7","19.3","11","0.27"
"Western Buffer","WM1","1993-01-11","1","Bottom Water","0.2","9.5","8.4","32.9","9","19.2","12","0.29"
"Western Buffer","WM1","1993-02-12","1","Surface Water","0.4","7.2","8.1","33.7","2.6","17.7","2","0.09"
"Western Buffer","WM1","1993-02-12","1","Middle Water","<0.2","7.1","8.2","33.6","3.6","17.7","2.5","0.08"
"Western Buffer","WM1","1993-02-12","1","Bottom Water","0.4","7.1","8.2","33.8","2.9","17.7","2","0.12"
"Western Buffer","WM1","1993-03-05","1","Surface Water","0.4","8.4","8.3","33.6","2.7","17.6","3.5","0.11"
"Western Buffer","WM1","1993-03-05","1","Middle Water","0.3","8.5","8.3","33.7","3.3","17.1","2","0.1"
"Western Buffer","WM1","1993-03-05","1","Bottom Water","<0.2","8.6","8.3","33.7","4","17.4","3","0.13"
"Western Buffer","WM1","1993-04-14","1","Surface Water","0.8","7.1","8.1","33.5","2.2","20.2","1.5","0.21"
"Western Buffer","WM1","1993-04-14","1","Middle Water","0.9","7.2","8.1","33.6","2.5","19.6","2","0.15"
"Western Buffer","WM1","1993-04-14","1","Bottom Water","0.4","7.1","8.1","33.7","2.6","19.4","2.5","0.2"
"Western Buffer","WM1","1993-05-21","1","Surface Water","0.9","7.7","8.2","26.7","3.4","26.4","2","0.25"
"Western Buffer","WM1","1993-05-21","1","Middle Water","1.3","5.4","8.1","33.5","3.4","25.8","2","0.16"
"Western Buffer","WM1","1993-05-21","1","Bottom Water","0.2","5.3","8.1","33.8","7.3","25.7","2.5","0.07"
"Western Buffer","WM1","1993-06-22","1","Surface Water","<0.2","8.1","8.4","25.1","3","26.3","3.5","0.44"
"Western Buffer","WM1","1993-06-22","1","Middle Water","<0.2","5.5","8.2","34.2","6.2","23.1","5.5","0.15"
"Western Buffer","WM1","1993-06-22","1","Bottom Water","1.1","4.7","8.2","34.4","9.8","23.1","7.5","0.13"
"Western Buffer","WM1","1993-07-06","1","Surface Water","2.8","8.2","8.5","22.1","5.2","27.6","3","0.49"
"Western Buffer","WM1","1993-07-06","1","Middle Water","0.5","5.5","8.4","33.1","5.4","24.7","5","0.15"
"Western Buffer","WM1","1993-07-06","1","Bottom Water","0.4","5.5","8.4","33.8","6.1","24.5","5.5","0.17"
"Western Buffer","WM1","1993-08-25","1","Surface Water","0.4","N/A","8","26.6","8.1","27.7","2.5","0.42"
"Western Buffer","WM1","1993-08-25","1","Middle Water","0.4","N/A","8.5","30.9","3","27.1","2.5","0.26"
"Western Buffer","WM1","1993-08-25","1","Bottom Water","0.3","N/A","8.5","31.8","5.2","26.7","10","0.12"
"Western Buffer","WM1","1993-09-13","1","Surface Water","1.1","5.6","8","30.8","3","28.2","3.5","0.3"
"Western Buffer","WM1","1993-09-13","1","Middle Water","1.2","5.5","8.2","32.9","4.5","27.7","3.5","0.27"
"Western Buffer","WM1","1993-09-13","1","Bottom Water","0.9","4.5","8.2","33.7","4.3","26.6","3.5","0.12"
"Western Buffer","WM1","1993-10-11","1","Surface Water","1.4","6.5","7.8","32.5","3.1","26.5","17","0.12"
"Western Buffer","WM1","1993-10-11","1","Middle Water","0.6","6.3","8.2","32.5","3.2","26.4","4.2","0.12"
"Western Buffer","WM1","1993-10-11","1","Bottom Water","0.9","6.3","8.3","32.5","5.2","26.4","4.8","0.11"
"Western Buffer","WM1","1993-11-08","1","Surface Water","0.5","6.5","8.1","32.1","3","24","4.8","0.35"
"Western Buffer","WM1","1993-11-08","1","Middle Water","0.3","6.6","8.2","32.4","4.4","23.9","6.4","0.32"
"Western Buffer","WM1","1993-11-08","1","Bottom Water","0.4","6.7","8.3","32.9","5.9","23.8","20","0.29"
"Western Buffer","WM1","1993-12-15","1","Surface Water","0.3","8.3","8.3","31.4","4.4","20","8.9","0.21"
"Western Buffer","WM1","1993-12-15","1","Middle Water","0.4","7.7","8.4","31.7","5.4","20","12","0.21"
"Western Buffer","WM1","1993-12-15","1","Bottom Water","0.5","7.4","8.4","31.7","6","20","11","0.2"
"Western Buffer","WM1","1994-01-05","1","Surface Water","1.1","6.7","8.2","31.1","5","18","19","0.33"
"Western Buffer","WM1","1994-01-05","1","Middle Water","0.4","6.5","8.2","31.2","6.7","17.8","10","0.34"
"Western Buffer","WM1","1994-01-05","1","Bottom Water","0.3","6.4","8.2","31.2","8.1","17.8","7.2","0.35"
"Western Buffer","WM1","1994-02-14","1","Surface Water","1.1","7.6","8.3","32.6","3.4","18.2","3.5","0.17"
"Western Buffer","WM1","1994-02-14","1","Middle Water","0.7","7.2","8.4","32.8","2.8","18.2","4.5","0.13"
"Western Buffer","WM1","1994-02-14","1","Bottom Water","0.9","7.1","8.4","32.8","4","18","5.4","0.11"
"Western Buffer","WM1","1994-03-11","1","Surface Water","0.7","7.6","8.4","33.2","2.3","18","1.6","0.13"
"Western Buffer","WM1","1994-03-11","1","Middle Water","1.2","7.5","8.5","33.4","2","18.2","1.4","0.14"
"Western Buffer","WM1","1994-03-11","1","Bottom Water","1.1","7.6","8.5","33.4","5","18.2","1.9","0.11"
"Western Buffer","WM1","1994-04-11","1","Surface Water","5.6","6.6","8.1","33.6","1.9","21.8","0.9","0.07"
"Western Buffer","WM1","1994-04-11","1","Middle Water","2.9","6.4","8.1","33.7","2.5","21.6","1","0.05"
"Western Buffer","WM1","1994-04-11","1","Bottom Water","2.6","6.3","8.1","33.8","2.8","21.6","1.7","0.05"
"Western Buffer","WM1","1994-05-04","1","Surface Water","1","4.7","8.2","26.9","1.9","25.4","4.8","0.48"
"Western Buffer","WM1","1994-05-04","1","Middle Water","0.9","4.8","8.2","34.1","2.4","23.6","6.9","0.14"
"Western Buffer","WM1","1994-05-04","1","Bottom Water","0.6","4.9","8.2","34.3","3.2","23.4","0.7","0.47"
"Western Buffer","WM1","1994-06-03","1","Surface Water","3.3","5.9","8.2","31.5","3.4","26.5","2.6","0.13"
"Western Buffer","WM1","1994-06-03","1","Middle Water","3.2","5.3","8.3","32.5","3.4","26.4","2.6","0.11"
"Western Buffer","WM1","1994-06-03","1","Bottom Water","2.7","4.7","8.3","32.7","3.5","26","3.9","0.12"
"Western Buffer","WM1","1994-07-11","1","Surface Water","7.1","4.8","8","26.4","3.7","27.9","1.9","0.27"
"Western Buffer","WM1","1994-07-11","1","Middle Water","3.2","3.3","7.9","33.4","4.4","25","1.9","0.14"
"Western Buffer","WM1","1994-07-11","1","Bottom Water","3.1","2.4","7.8","34.1","7.1","24.1","5.7","0.19"
