"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Southern","SM1","1989-04-24","1","Bottom Water","1.2","6.7","3.3","33.5","3.1","20.7","1.5","0.07"
"Southern","SM1","1989-06-23","1","Surface Water","3.1","6.7","8.4","30.2","2.4","26.1","0.5","0.02"
"Southern","SM1","1989-06-23","1","Middle Water","2.3","6.7","8.4","30.6","2.4","26.3","0.5","0.05"
"Southern","SM1","1989-06-23","1","Bottom Water","1.8","5.6","8.4","31.5","3.3","25.6","1","0.04"
"Southern","SM1","1989-08-25","1","Surface Water","9","7.2","8.9","31.1","2.9","26.7","2","0.04"
"Southern","SM1","1989-08-25","1","Middle Water","6.9","6.9","8.9","31.4","2.8","26.1","2","0.03"
"Southern","SM1","1989-08-25","1","Bottom Water","5.9","4.8","8.9","32.3","2.4","24.7","3","0.05"
"Southern","SM1","1989-10-27","1","Surface Water","1.9","6.9","8.7","32.1","1.5","24.9","0.5","0.07"
"Southern","SM1","1989-10-27","1","Middle Water","2.4","6.8","8.7","32.1","1.7","24.6","1","0.09"
"Southern","SM1","1989-10-27","1","Bottom Water","1.4","6.5","8.6","32","2.1","24.6","1.5","0.11"
"Southern","SM1","1989-12-18","1","Surface Water","1.1","6.7","8.4","32","7.4","19.1","6.5","0.07"
"Southern","SM1","1989-12-18","1","Middle Water","1.4","6.7","8.4","32","9.5","19.1","5.5","0.08"
"Southern","SM1","1989-12-18","1","Bottom Water","1.2","6.6","8.4","32.1","7.8","19.1","11","0.07"
"Southern","SM1","1990-02-27","1","Surface Water","0.5","9.2","8","31","6.4","16.1","2","0.07"
"Southern","SM1","1990-02-27","1","Middle Water","<0.2","7.1","8.5","31.2","2.6","16.1","6.5","0.05"
"Southern","SM1","1990-02-27","1","Bottom Water","0.3","7","8.6","31.2","5.9","16.1","6","0.07"
"Southern","SM1","1990-04-20","1","Surface Water","0.8","6.5","7.4","32.6","1.9","20","0.5","0.04"
"Southern","SM1","1990-04-20","1","Middle Water","0.5","6.3","8.3","32.6","1.9","19.9","1","0.16"
"Southern","SM1","1990-04-20","1","Bottom Water","0.8","5.9","8.4","32.7","1.8","19.9","0.5","0.1"
"Southern","SM1","1990-06-22","1","Surface Water","4","8.5","8.8","30.6","2","29.4","1","0.09"
"Southern","SM1","1990-06-22","1","Middle Water","7.7","5","8.7","31.7","3.1","27.2","0.5","0.04"
"Southern","SM1","1990-06-22","1","Bottom Water","1.6","5.5","8.7","32.4","3","26.7","1","0.14"
"Southern","SM1","1990-08-17","1","Surface Water","0.8","9.3","8.6","30.8","1.1","28.9","0.5","0.04"
"Southern","SM1","1990-08-17","1","Middle Water","4","7.3","8.5","32.9","3.5","26.3","2.5","0.05"
"Southern","SM1","1990-08-17","1","Bottom Water","3.2","4.7","8.4","34.9","4.9","23.5","3","0.09"
"Southern","SM1","1990-10-15","1","Surface Water","1.6","7.1","8.2","32","4","26.8","3.5","0.02"
"Southern","SM1","1990-10-15","1","Middle Water","1.6","6.6","8.2","32.1","4","26.7","3","0.01"
"Southern","SM1","1990-10-15","1","Bottom Water","1.3","6.6","8.2","32.3","5","26.4","4","0.02"
"Southern","SM1","1990-12-17","1","Surface Water","2.9","7.7","8.1","33","3.9","19.6","2.5","0.02"
"Southern","SM1","1990-12-17","1","Middle Water","3.5","7.8","8.1","33","4.8","19.4","3","0.03"
"Southern","SM1","1990-12-17","1","Bottom Water","1.6","4.5","8.1","32.9","4.9","19.1","2","0.01"
"Southern","SM1","1991-02-26","1","Surface Water","1.3","7.4","8.2","31.9","2.2","16.7","4.5","0.14"
"Southern","SM1","1991-02-26","1","Middle Water","0.8","7.2","8.3","31.9","2.1","16.7","1","0.11"
"Southern","SM1","1991-02-26","1","Bottom Water","0.5","7.1","8.2","31.9","2.1","16.6","4.5","0.09"
"Southern","SM1","1991-04-29","1","Surface Water","1.3","6.7","8.1","33.7","1.1","24","1","0.16"
"Southern","SM1","1991-04-29","1","Middle Water","<0.2","6.6","8.1","33.6","2.7","23","1.5","0.13"
"Southern","SM1","1991-04-29","1","Bottom Water","1.1","6.3","8.1","33.6","3","22.6","2.5","0.12"
"Southern","SM1","1991-06-27","1","Surface Water","4.8","6.3","8.2","31.2","1.5","24.5","1.5","0.08"
"Southern","SM1","1991-06-27","1","Middle Water","4.5","5.5","8.2","31.7","1.5","24.1","5","0.08"
"Southern","SM1","1991-06-27","1","Bottom Water","0.5","4.7","8.1","32.9","4.7","22.9","7","0.12"
"Southern","SM1","1991-08-23","1","Surface Water","2.1","8.4","8.3","30.6","1.1","24.8","0.5","0.04"
"Southern","SM1","1991-08-23","1","Middle Water","2.4","6.6","8.2","30.8","1.2","23.9","1","0.08"
"Southern","SM1","1991-08-23","1","Bottom Water","1.1","4.6","8.1","31.1","4.3","23.5","4.5","0.1"
"Southern","SM1","1991-10-24","1","Surface Water","<0.2","7.5","8.3","33.2","4.9","23.4","3.5","0.05"
"Southern","SM1","1991-10-24","1","Middle Water","<0.2","7.4","8.2","33.2","4.6","23.2","3.5","0.05"
"Southern","SM1","1991-10-24","1","Bottom Water","0.3","6.7","8.2","33.2","5.1","23","4.5","0.06"
"Southern","SM1","1991-12-11","1","Surface Water","<0.2","12.8","8.7","34.4","2.1","19.2","1.5","0.19"
"Southern","SM1","1991-12-11","1","Middle Water","<0.2","11.3","8.8","34.5","1.9","19","2","0.18"
"Southern","SM1","1991-12-11","1","Bottom Water","0.5","10.5","8.8","34.7","2.7","18.9","2","0.18"
"Southern","SM1","1992-02-28","1","Surface Water","1.1","8.8","8.1","32.1","1.9","16.6","1.5","0.08"
"Southern","SM1","1992-02-28","1","Middle Water","0.3","8.1","8.1","32.1","2.4","15.6","2.5","0.09"
"Southern","SM1","1992-02-28","1","Bottom Water","0.3","7.7","8","32.1","3.1","15.3","3","0.09"
"Southern","SM1","1992-05-01","1","Surface Water","1.1","7.8","8.3","30.6","1.2","23.6","1","0.1"
"Southern","SM1","1992-05-01","1","Middle Water","1.6","7.9","8.3","31.3","0.9","22","1","0.06"
"Southern","SM1","1992-05-01","1","Bottom Water","0.5","6.2","8.1","32.6","1.2","21.4","1.5","0.06"
"Southern","SM1","1992-06-25","1","Surface Water","4.3","8.3","8.5","16.6","1.8","29.6","1.5","0.5"
"Southern","SM1","1992-06-25","1","Middle Water","6.4","8.3","8.4","32.3","1.8","25.9","1.5","0.02"
"Southern","SM1","1992-06-25","1","Bottom Water","4.8","3.9","8.2","34.1","5.7","23.4","9","0.12"
"Southern","SM1","1992-08-10","1","Surface Water","1.6","8.6","8.3","23.7","1.2","29.9","1.5","0.18"
"Southern","SM1","1992-08-10","1","Middle Water","1.6","4.5","8.5","32.6","1.9","25.5","3.5","0.06"
"Southern","SM1","1992-08-10","1","Bottom Water","<0.2","3.5","8","33.9","1.4","22.5","1.5","0.09"
"Southern","SM1","1992-10-07","1","Surface Water","2.7","4.9","8.3","32.9","5.8","27.9","6.5","0.07"
"Southern","SM1","1992-10-07","1","Middle Water","2.7","5","8.2","33","5.2","27.8","5.5","0.09"
"Southern","SM1","1992-10-07","1","Bottom Water","3.2","4.7","8.2","33","4.7","27.7","5","0.08"
"Southern","SM1","1992-12-15","1","Surface Water","0.2","8.1","8.2","33","3.8","19.7","5.5","0.08"
"Southern","SM1","1992-12-15","1","Middle Water","<0.2","7.9","8.2","33","3.5","19.7","5.5","0.11"
"Southern","SM1","1992-12-15","1","Bottom Water","<0.2","8.9","8.2","33.1","4.5","19.7","5.5","0.1"
"Southern","SM1","1993-02-24","1","Surface Water","0.4","7.9","8.3","34","7.9","18.3","6.5","0.07"
"Southern","SM1","1993-02-24","1","Middle Water","<0.2","8.1","8.3","34","6.9","18.2","6.5","0.07"
"Southern","SM1","1993-02-24","1","Bottom Water","0.3","7.8","8.3","34.1","7.1","18.1","5.5","0.06"
"Southern","SM1","1993-04-30","1","Surface Water","0.4","6","8.3","33.6","2.7","22.3","1","0.08"
"Southern","SM1","1993-04-30","1","Middle Water","0.4","7.3","8.3","33.7","3","21.8","1","0.11"
"Southern","SM1","1993-04-30","1","Bottom Water","1","6.2","8.2","33.9","9.3","21.1","1.5","0.13"
"Southern","SM1","1993-06-18","1","Surface Water","0.6","9.2","8.6","17.4","2.9","27.3","3","0.47"
"Southern","SM1","1993-06-18","1","Middle Water","0.3","5.7","8.2","33.9","2","22.9","5","0.19"
"Southern","SM1","1993-06-18","1","Bottom Water","0.2","4.6","8.1","34.3","8.4","22.5","7","0.15"
"Southern","SM1","1993-08-10","1","Surface Water","0.4","9.9","8.6","29.4","1.9","26.4","1.5","0.16"
"Southern","SM1","1993-08-10","1","Middle Water","0.2","5.4","8.3","33.8","2.8","22.6","2.5","0.19"
"Southern","SM1","1993-08-10","1","Bottom Water","<0.2","3.4","8.1","34.2","5.7","21.3","3.5","0.2"
"Southern","SM1","1993-10-22","1","Surface Water","3.7","6.3","8.5","32.6","2.7","25.9","3.1","0.02"
"Southern","SM1","1993-10-22","1","Middle Water","2.9","6.1","8.5","32.6","3","25.6","4.8","0.02"
"Southern","SM1","1993-10-22","1","Bottom Water","3","6.3","8.5","32.6","2.6","25.6","9.2","0.01"
"Southern","SM1","1993-12-29","1","Surface Water","0.6","7.9","8.2","31.1","4.2","17.6","5.9","0.21"
"Southern","SM1","1993-12-29","1","Middle Water","0.3","7.1","8.2","31.2","4.7","17.5","5.2","0.22"
"Southern","SM1","1993-12-29","1","Bottom Water","0.7","7","8.2","31.2","6.1","17.5","6.2","0.22"
"Southern","SM1","1994-02-04","1","Surface Water","0.8","9.6","8.3","32.4","1.9","16.9","1.9","0.1"
"Southern","SM1","1994-02-04","1","Middle Water","0.6","9.2","8.3","32.2","1.9","16.9","2","0.14"
"Southern","SM1","1994-02-04","1","Bottom Water","0.2","8.7","8.3","32.3","2.5","16.9","1.7","0.21"
"Southern","SM1","1994-04-28","1","Surface Water","4.5","6.7","8.3","33.4","2.4","25.3","2","0.1"
"Southern","SM1","1994-04-28","1","Middle Water","3.3","5.8","8.2","33.9","3.7","23.4","2.7","0.07"
"Southern","SM1","1994-04-28","1","Bottom Water","1.2","5.9","8.2","34","3.2","23.2","3.8","0.09"
"Southern","SM1","1994-06-30","1","Surface Water","4.5","8.4","8.8","18","3.1","29.9","2.1","0.4"
"Southern","SM1","1994-06-30","1","Middle Water","7","7.3","8.2","29.8","2.6","27.4","6.8","0.33"
"Southern","SM1","1994-06-30","1","Bottom Water","6.1","4.6","8","33.3","3.6","25.4","1.5","0.12"
"Southern","SM1","1994-08-31","1","Surface Water","0.6","7","8.3","30.1","1.3","28.1","1","0.04"
"Southern","SM1","1994-08-31","1","Middle Water","0.7","6.9","8.3","30.2","1.6","27.3","3.5","0.08"
"Southern","SM1","1994-08-31","1","Bottom Water","1","6.2","8.3","31.4","1.3","26.1","1.2","0.04"
"Southern","SM1","1994-10-17","1","Surface Water","1.1","6.3","8.3","32.4","1.5","27.7","1.1","0.01"
"Southern","SM1","1994-10-17","1","Middle Water","0.6","6","8.3","32.4","2.9","27.4","2.2","0.01"
"Southern","SM1","1994-10-17","1","Bottom Water","1.3","6.1","8.2","31.3","12.4","27.4","2.4","0.02"
"Southern","SM1","1994-12-05","1","Surface Water","1.2","7","8.2","32.8","2.4","22.9","2.9","0.07"
"Southern","SM1","1994-12-05","1","Middle Water","0.9","6.6","8.2","33","2.3","22.7","3.2","0.08"
"Southern","SM1","1994-12-05","1","Bottom Water","1.1","6.5","8.2","33","2.8","22.6","4","0.05"
"Southern","SM1","1995-03-03","1","Surface Water","0.7","7.9","8.2","31.9","2.6","15.2","9.4","0.16"
"Southern","SM1","1995-03-03","1","Middle Water","0.7","7.9","8.2","31.9","2.6","15","8.8","0.16"
"Southern","SM1","1995-03-03","1","Bottom Water","0.8","7.9","8.2","31.8","2.7","15","11","0.15"
"Southern","SM1","1995-04-18","1","Surface Water","6.2","9.2","8.3","33","0.4","21.5","9.7","0.04"
"Southern","SM1","1995-04-18","1","Middle Water","2.6","8.5","8.2","33.1","0.3","19.2","9.2","0.12"
"Southern","SM1","1995-04-18","1","Bottom Water","1.8","7.8","8.2","33.4","1.5","18.8","2.1","0.11"
"Southern","SM1","1995-06-28","1","Surface Water","7.3","7","8.5","24","2.4","28.8","3","0.18"
"Southern","SM1","1995-06-28","1","Middle Water","12","3.6","8.3","33.4","3.1","25.3","3.8","0.13"
"Southern","SM1","1995-06-28","1","Bottom Water","8.1","4.6","8.1","34.2","3.7","22.3","3.8","0.12"
"Southern","SM1","1995-08-30","1","Surface Water","1.6","5.3","8.2","30.8","1","28","2","0.04"
"Southern","SM1","1995-08-30","1","Middle Water","1.4","5.5","8.2","31.4","1.8","27.3","2.9","0.07"
"Southern","SM1","1995-08-30","1","Bottom Water","1","5.4","8.1","31.8","6.4","27","27","0.09"
"Southern","SM1","1995-10-13","1","Surface Water","1.7","6.8","8.1","32.8","4.7","26.1","7.1","0.04"
"Southern","SM1","1995-10-13","1","Middle Water","0.9","6.1","8.1","33","6.1","26.2","9.3","0.05"
"Southern","SM1","1995-10-13","1","Bottom Water","0.9","6.4","8.1","32.9","19.9","26.2","10","0.05"
"Southern","SM1","1995-12-28","1","Surface Water","0.6","9.6","8.3","34.2","4.2","18.7","4.7","0.08"
"Southern","SM1","1995-12-28","1","Middle Water","0.3","3.6","8.4","34.2","4.4","18.5","5.6","0.09"
"Southern","SM1","1995-12-28","1","Bottom Water","0.6","4","8.4","34.2","4.6","18.5","6.6","0.08"
"Southern","SM1","1996-02-02","1","Surface Water","0.7","5.7","8.2","34.2","2.9","19.8","1.2","0.04"
"Southern","SM1","1996-02-02","1","Middle Water","1.1","5.9","8.2","34.4","3.2","19.8","1.4","0.03"
"Southern","SM1","1996-02-02","1","Bottom Water","0.4","5.9","8.2","34.4","8.3","19.6","5.4","0.03"
"Southern","SM1","1996-04-24","1","Surface Water","1.9","7.3","8.2","34","4.9","20.4","4.6","0.04"
"Southern","SM1","1996-04-24","1","Middle Water","2","7.5","8.3","33.9","4.9","20.3","5.2","0.04"
"Southern","SM1","1996-04-24","1","Bottom Water","2","7.6","8.2","33.9","5.9","20.2","5.2","0.04"
"Southern","SM1","1996-06-27","1","Surface Water","19","10.8","8.4","19.1","2","29.2","5.8","0.31"
"Southern","SM1","1996-06-27","1","Middle Water","21","9.4","7.9","34","1.5","24.3","5.4","0.24"
"Southern","SM1","1996-06-27","1","Bottom Water","0.7","6.6","7.9","34.3","3.2","23.9","3.7","0.07"
"Southern","SM1","1996-08-30","1","Surface Water","4.4","7.9","8.1","30.5","1.5","27.1","4.2","0.05"
"Southern","SM1","1996-08-30","1","Middle Water","12","6.6","7.8","33.4","2.4","24.2","4.6","0.04"
"Southern","SM1","1996-08-30","1","Bottom Water","6.5","4","7.8","34.4","4.4","22.9","5","0.13"
"Southern","SM1","1996-10-23","1","Surface Water","2.1","6.9","8.4","32.9","4.5","26.5","5.8","0.04"
"Southern","SM1","1996-10-23","1","Middle Water","1.7","7","8.4","32.9","4.3","26.4","5.6","0.03"
"Southern","SM1","1996-10-23","1","Bottom Water","1.8","7","8.4","33","6.1","26.4","6.4","0.03"
"Southern","SM1","1996-12-13","1","Surface Water","2.7","7.1","8","32.5","1.5","19","3.2","0.15"
"Southern","SM1","1996-12-13","1","Middle Water","1","7","8","31.9","1.6","19.4","3.7","0.14"
"Southern","SM1","1996-12-13","1","Bottom Water","1","7.1","8.1","31.9","2","19.4","4.1","0.14"
"Southern","SM1","1997-02-19","1","Surface Water","2.1","7.8","8.1","31.8","0.7","15.7","1.8","0.13"
"Southern","SM1","1997-02-19","1","Middle Water","1.1","7.7","8.1","31.8","0.5","15.5","1.6","0.15"
"Southern","SM1","1997-02-19","1","Bottom Water","1.8","8.5","8.1","31.8","3.3","15.5","1.5","0.09"
"Southern","SM1","1997-04-23","1","Surface Water","1.9","6.1","7.8","33.2","5.5","22.4","8.2","0.05"
"Southern","SM1","1997-04-23","1","Middle Water","0.7","6.1","7.9","33.2","6.2","22.2","8","0.04"
"Southern","SM1","1997-04-23","1","Bottom Water","1.3","6.1","7.9","33.2","6.7","22.1","8","0.06"
"Southern","SM1","1997-06-12","1","Surface Water","3.4","7.6","8.3","27.5","1.2","27.1","1.5","0.24"
"Southern","SM1","1997-06-12","1","Middle Water","1.8","6.5","8.1","33.2","2","24.2","2.3","0.3"
"Southern","SM1","1997-06-12","1","Bottom Water","1.3","5.4","8.1","33.8","5.4","22.9","2.5","0.15"
"Southern","SM1","1997-08-25","1","Surface Water","2.1","6.5","7.8","30.3","1.5","27.6","1.3","0.08"
"Southern","SM1","1997-08-25","1","Middle Water","0.8","6.6","7.9","30.7","1.5","27.2","1.5","0.07"
"Southern","SM1","1997-08-25","1","Bottom Water","2.1","6.4","7.9","31","3.2","27.1","1.8","0.07"
"Southern","SM1","1997-10-16","1","Surface Water","7.4","N/A","N/A","31.9","N/A","28.4","2.5","0.05"
"Southern","SM1","1997-10-16","1","Middle Water","9.4","N/A","N/A","32.1","N/A","27.2","2.4","0.06"
"Southern","SM1","1997-10-16","1","Bottom Water","3.9","N/A","N/A","32.3","N/A","27","3.8","0.16"
"Southern","SM1","1997-12-10","1","Surface Water","2.4","6.1","8.3","33.1","4.8","21.8","5.6","0.09"
"Southern","SM1","1997-12-10","1","Middle Water","1.7","6.2","8.4","33.2","4.6","21.8","5.5","0.06"
"Southern","SM1","1997-12-10","1","Bottom Water","1.9","6.2","8.4","33.2","5.8","21.7","5.8","0.07"
"Southern","SM1","1998-02-06","1","Surface Water","2.3","8.1","7.9","32.9","3","16","1.8","0.11"
"Southern","SM1","1998-02-06","1","Middle Water","1.2","8","7.9","33.2","2.8","16","1.5","0.09"
"Southern","SM1","1998-02-06","1","Bottom Water","1.2","8","7.9","33.2","3.3","16.1","1.9","0.1"
"Southern","SM1","1998-04-17","1","Surface Water","5.7","5.2","7.7","32.8","2.7","23.3","1.1","0.14"
"Southern","SM1","1998-04-17","1","Middle Water","2.3","6.5","7.8","33.1","2.7","22.4","1.3","0.13"
"Southern","SM1","1998-04-17","1","Bottom Water","<0.2","6.4","7.8","33.1","4.1","22.1","1.3","0.15"
"Southern","SM1","1998-06-05","1","Surface Water","6.8","6.4","8.3","31.5","2.9","27.7","1.6","0.14"
"Southern","SM1","1998-06-05","1","Middle Water","3.2","6.3","8.3","32.1","2.9","27.6","1.1","0.14"
"Southern","SM1","1998-06-05","1","Bottom Water","6.2","5.6","8.3","33.4","5.9","27.1","1.4","0.15"
"Southern","SM1","1998-08-28","1","Surface Water","12","6.9","8.1","30.8","1.8","27.3","1.4","0.09"
"Southern","SM1","1998-08-28","1","Middle Water","6.7","5","8.1","32.7","2.1","26.5","1.1","0.05"
"Southern","SM1","1998-08-28","1","Bottom Water","8.9","3.4","8","34.3","2.9","24.1","1.4","0.05"
"Southern","SM1","1998-10-21","1","Surface Water","3.2","4.5","8.1","33.3","3.4","26.3","3.5","0.04"
"Southern","SM1","1998-10-21","1","Middle Water","2.4","4.5","8.1","33.3","3.9","26.2","4.1","0.06"
"Southern","SM1","1998-10-21","1","Bottom Water","2.2","4.5","8.1","33.3","7.7","26.1","3.3","0.06"
"Southern","SM1","1998-12-14","1","Surface Water","3.7","5.1","8.2","30.7","3.8","19.1","2.6","0.19"
"Southern","SM1","1998-12-14","1","Middle Water","2.2","5.1","8.2","30.7","3.7","19.1","2.2","0.18"
"Southern","SM1","1998-12-14","1","Bottom Water","2.5","4.9","8.2","30.8","6.4","18.8","2.5","0.17"
"Southern","SM1","1999-02-24","1","Surface Water","3.3","8.1","8.4","32.8","2.6","19","<0.5","0.02"
"Southern","SM1","1999-02-24","1","Middle Water","1.6","8.2","8.4","32.8","2.7","18.2","<0.5","0.03"
"Southern","SM1","1999-02-24","1","Bottom Water","1.9","8.4","8.4","32.9","2.7","18.4","0.7","0.02"
"Southern","SM1","1999-04-21","1","Surface Water","3.6","6","8.2","34","3.4","24","1.7","0.06"
"Southern","SM1","1999-04-21","1","Middle Water","2.1","5.8","8.2","34","3.4","23.8","1.7","0.06"
"Southern","SM1","1999-04-21","1","Bottom Water","2","5.8","8.2","34","3.9","23.7","1.6","0.06"
"Southern","SM1","1999-05-13","1","Surface Water","2.6","6.4","8.2","33.8","3","24.2","0.5","0.02"
"Southern","SM1","1999-05-13","1","Middle Water","1.9","6.2","8.2","33.8","3.4","23.7","1.4","0.09"
"Southern","SM1","1999-05-13","1","Bottom Water","1.9","6.1","8.2","33.8","4.9","23.4","2","0.06"
"Southern","SM1","1999-06-14","1","Surface Water","4.4","7.6","8.1","28.3","5","29","0.9","0.25"
"Southern","SM1","1999-06-14","1","Middle Water","2.7","5.8","8.1","31.3","5.7","27.4","1.9","0.15"
"Southern","SM1","1999-06-14","1","Bottom Water","1.5","4.8","8","33.6","10.7","25.5","7.2","0.07"
"Southern","SM1","1999-07-22","1","Surface Water","23","10","8.7","25.2","11.7","29.7","3.8","0.13"
"Southern","SM1","1999-07-22","1","Middle Water","44","7.9","8","33.9","12.4","24.3","6","0.04"
"Southern","SM1","1999-07-22","1","Bottom Water","1.5","5.1","8.1","34.4","18.3","22.7","2.9","0.1"
"Southern","SM1","1999-08-30","1","Surface Water","14","6.1","8.3","26","5.6","26.8","2.8","0.26"
