"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Junk Bay","JM3","1988-09-13","1","Surface Water","8.6","6.7","8.5","31.8","3.5","25.6","2.5","0.14"
"Junk Bay","JM3","1988-09-13","1","Middle Water","15","6.3","7.5","32.1","1.5","24.9","2","0.11"
"Junk Bay","JM3","1988-09-13","1","Bottom Water","4","4.3","8.2","32.9","51.5","23.6","28","0.01"
"Junk Bay","JM3","1988-10-07","1","Surface Water","3.1","5.4","8.4","31.9","3.6","24.9","6","0.21"
"Junk Bay","JM3","1988-10-07","1","Middle Water","4","5.5","8.4","32","3","24.8","2","0.12"
"Junk Bay","JM3","1988-10-07","1","Bottom Water","2.5","5.4","8.2","32","4.9","24.6","4","0.13"
"Junk Bay","JM3","1988-11-18","1","Surface Water","1.5","4.6","8","31.2","5.5","21.2","3","0.82"
"Junk Bay","JM3","1988-11-18","1","Middle Water","1.7","4.5","8","31.2","6","21.2","2","0.84"
"Junk Bay","JM3","1988-11-18","1","Bottom Water","1.7","4.5","8","31.3","5","21.2","3.5","0.86"
"Junk Bay","JM3","1988-12-12","1","Surface Water","1","5","8.2","30.9","3.2","19","12","0.42"
"Junk Bay","JM3","1988-12-12","1","Middle Water","1.1","5.4","8.2","31","5.2","18.8","6.5","0.38"
"Junk Bay","JM3","1988-12-12","1","Bottom Water","1.1","5.7","8.4","31","4.2","18.5","3","0.38"
"Junk Bay","JM3","1989-01-09","1","Surface Water","0.4","5.9","8.3","31.7","6.3","17.6","3.5","0.26"
"Junk Bay","JM3","1989-01-09","1","Middle Water","0.2","6.2","8.3","31.7","6.7","17.5","4.5","0.27"
"Junk Bay","JM3","1989-01-09","1","Bottom Water","0.4","6.7","8.3","31.9","5.1","17.4","3","0.24"
"Junk Bay","JM3","1989-02-13","1","Surface Water","7.4","7.7","8.2","31.8","4.1","14.9","3","0.21"
"Junk Bay","JM3","1989-02-13","1","Middle Water","7.2","7.6","8.3","31.8","3.4","14.9","2","0.21"
"Junk Bay","JM3","1989-02-13","1","Bottom Water","4.7","7.1","8.2","31.8","3.3","14.9","3","0.2"
"Junk Bay","JM3","1989-03-10","1","Surface Water","1.3","6.6","8.4","33","2.6","15.6","4.5","0.18"
"Junk Bay","JM3","1989-03-10","1","Middle Water","1.3","6.7","8.3","33","3.6","15.5","3","0.19"
"Junk Bay","JM3","1989-03-10","1","Bottom Water","0.7","6.7","8.3","33","3.2","15.5","3.5","0.2"
"Junk Bay","JM3","1989-04-10","1","Surface Water","0.4","5.1","8.1","32.9","3.9","18.3","1.5","0.3"
"Junk Bay","JM3","1989-04-10","1","Middle Water","0.4","5.2","8.2","33","4.4","18.1","0.5","0.24"
"Junk Bay","JM3","1989-04-10","1","Bottom Water","0.4","5.6","8.2","33.1","5","18.1","2","0.22"
"Junk Bay","JM3","1989-05-08","1","Surface Water","3.4","6.5","8.5","31.9","6","22.9","1","0.2"
"Junk Bay","JM3","1989-05-08","1","Middle Water","3.3","5","8.4","32.3","6","22.7","4","0.17"
"Junk Bay","JM3","1989-05-08","1","Bottom Water","3.2","4.9","8.2","32.5","5.5","22.6","2.5","0.21"
"Junk Bay","JM3","1989-06-06","1","Surface Water","4.7","5.7","8.2","33.3","5.2","23.3","0.5","0.23"
"Junk Bay","JM3","1989-06-06","1","Middle Water","4.2","5.4","8.3","33.6","5.3","23.2","0.5","0.23"
"Junk Bay","JM3","1989-06-06","1","Bottom Water","2.7","6","8.3","33.8","5.5","22.7","2","0.18"
"Junk Bay","JM3","1989-07-10","1","Surface Water","17","7.3","8.9","29.1","3.2","26.6","2","0.03"
"Junk Bay","JM3","1989-07-10","1","Middle Water","16","7.2","8.8","29.3","3.4","26.5","3","0.02"
"Junk Bay","JM3","1989-07-10","1","Bottom Water","18","3.9","8.8","31.6","4.3","23.8","2.5","0.02"
"Junk Bay","JM3","1989-08-07","1","Surface Water","23","12.7","8.9","32","5.5","27","3","0.38"
"Junk Bay","JM3","1989-08-07","1","Middle Water","31","4.7","8.9","32.8","5.2","24.4","2","0.12"
"Junk Bay","JM3","1989-08-07","1","Bottom Water","4.7","4","8.6","33.2","7","23.9","5.5","0.21"
"Junk Bay","JM3","1989-09-08","1","Surface Water","1.6","6.1","8.7","30.2","2.1","28.4","11","0.12"
"Junk Bay","JM3","1989-09-08","1","Middle Water","4.5","6","8.7","30.3","2.8","28.1","1.5","0.03"
"Junk Bay","JM3","1989-09-08","1","Bottom Water","3.4","4.6","8.6","30.7","13","27.6","1","0.03"
"Junk Bay","JM3","1989-10-10","1","Surface Water","2.1","6.3","8.6","32.6","5.2","26.4","4.5","0.1"
"Junk Bay","JM3","1989-10-10","1","Middle Water","2","6.1","8.6","32.5","5","26.2","6","0.09"
"Junk Bay","JM3","1989-10-10","1","Bottom Water","8.6","5.8","8.6","32.5","7.4","26.1","8","0.23"
"Junk Bay","JM3","1989-11-06","1","Surface Water","2.8","4.4","8.3","32.1","3.2","24.6","1.5","0.37"
"Junk Bay","JM3","1989-11-06","1","Middle Water","2.2","4.4","8.3","32.2","3.2","24.6","2.5","0.37"
"Junk Bay","JM3","1989-11-06","1","Bottom Water","1.6","4.6","8.3","32.8","2.9","24.3","2","0.37"
"Junk Bay","JM3","1989-12-08","1","Surface Water","31","7.1","8.7","31.4","4.8","20.3","1.5","0.27"
"Junk Bay","JM3","1989-12-08","1","Middle Water","31","5.9","8.7","31.4","4.8","20.3","4","0.26"
"Junk Bay","JM3","1989-12-08","1","Bottom Water","24","5","8.5","31.6","4","20.3","3.5","0.26"
"Junk Bay","JM3","1990-01-05","1","Surface Water","2.4","5.7","8.1","31.1","3.2","17.7","2.5","0.41"
"Junk Bay","JM3","1990-01-05","1","Middle Water","1.9","5.8","8.1","31.5","3.8","17.8","1","0.34"
"Junk Bay","JM3","1990-01-05","1","Bottom Water","2.4","5.9","8.2","31.6","3.5","17.8","2","0.4"
"Junk Bay","JM3","1990-02-05","1","Surface Water","1.8","7.1","8.4","30.8","2","15.4","1","0.2"
"Junk Bay","JM3","1990-02-05","1","Middle Water","2.3","6.8","8.4","31.1","1.7","15.4","0.5","0.2"
"Junk Bay","JM3","1990-02-05","1","Bottom Water","1.5","6.7","8.4","31.1","1.9","15.4","1","0.19"
"Junk Bay","JM3","1990-03-05","1","Surface Water","<0.2","7.1","8.4","29.5","2.7","15.8","2","0.17"
"Junk Bay","JM3","1990-03-05","1","Middle Water","<0.2","6.5","8.5","31.2","3.4","15.8","2.5","0.18"
"Junk Bay","JM3","1990-03-05","1","Bottom Water","0.3","6.1","8.6","31.2","3.7","15.7","3.5","0.17"
"Junk Bay","JM3","1990-04-02","1","Surface Water","1.3","5","8.2","32.2","2.4","19.8","1.5","0.42"
"Junk Bay","JM3","1990-04-02","1","Middle Water","0.5","5.2","8.2","32.3","1.9","19.7","1.5","0.27"
"Junk Bay","JM3","1990-04-02","1","Bottom Water","0.5","5.2","8.2","32.3","2.1","19.6","1","0.28"
"Junk Bay","JM3","1990-05-07","1","Surface Water","17","10.5","8.9","32.2","3","22.7","2","0.03"
"Junk Bay","JM3","1990-05-07","1","Middle Water","13","7.3","8.7","32.3","2.6","21.7","1","0.1"
"Junk Bay","JM3","1990-05-07","1","Bottom Water","18","7","8.7","32.3","2.8","21.7","2","0.1"
"Junk Bay","JM3","1990-06-04","1","Surface Water","10","7","8.3","31.2","3.4","25.4","1.5","0.29"
"Junk Bay","JM3","1990-06-04","1","Middle Water","1.6","6.2","8.3","32.3","3.1","25","8.5","0.23"
"Junk Bay","JM3","1990-06-04","1","Bottom Water","1.9","5.5","8.3","32.5","3.4","24.9","3.5","0.19"
"Junk Bay","JM3","1990-07-06","1","Surface Water","29","9.8","8.6","29.1","3.2","26.2","2","0.11"
"Junk Bay","JM3","1990-07-06","1","Middle Water","0.5","4.3","8.5","32.1","3.1","23.9","5","0.08"
"Junk Bay","JM3","1990-07-06","1","Bottom Water","<0.2","4.6","8.5","34.1","2.3","22.6","0.5","0.15"
"Junk Bay","JM3","1990-08-06","1","Surface Water","13","9.7","8.7","29.6","2.6","28.4","1.5","0.18"
"Junk Bay","JM3","1990-08-06","1","Middle Water","15","6.2","8.5","30.8","2.5","27.3","2.5","0.12"
"Junk Bay","JM3","1990-08-06","1","Bottom Water","2.4","4","8.4","32.8","2.6","26.4","2","0.12"
"Junk Bay","JM3","1990-09-07","1","Surface Water","8.3","7.5","8.5","32.3","3.5","28.1","1","0.12"
"Junk Bay","JM3","1990-09-07","1","Middle Water","15","5.9","8.5","32.5","4.2","27.9","1.5","0.11"
"Junk Bay","JM3","1990-09-07","1","Bottom Water","5.9","4.8","8.4","32.6","12","27.6","11","0.1"
"Junk Bay","JM3","1990-10-08","1","Surface Water","1.5","3.7","8.1","29.9","6","27.8","6.5","0.08"
"Junk Bay","JM3","1990-10-08","1","Middle Water","1.3","4","8.1","31.5","7","27.7","6.5","0.18"
"Junk Bay","JM3","1990-10-08","1","Bottom Water","0.8","4.3","8.1","31.7","6","27.7","9","0.14"
"Junk Bay","JM3","1990-11-05","1","Surface Water","7.7","6.4","8.2","31.7","4.7","24.9","1.5","0.2"
"Junk Bay","JM3","1990-11-05","1","Middle Water","8.3","6.2","8.2","31.9","3.5","24.9","5","0.21"
"Junk Bay","JM3","1990-11-05","1","Bottom Water","8","5.9","8.2","31.9","4.3","24.9","1.5","0.22"
"Junk Bay","JM3","1990-12-06","1","Surface Water","3","5","8.1","32.3","2.6","19.1","3.5","0.27"
"Junk Bay","JM3","1990-12-06","1","Middle Water","2.4","5.3","8.1","32.4","2.8","18.9","4","0.27"
"Junk Bay","JM3","1990-12-06","1","Bottom Water","2.1","5.6","8.1","32.4","2.9","18.7","5","0.27"
"Junk Bay","JM3","1991-01-07","1","Surface Water","0.3","5.9","8.2","32.4","3.9","17.6","7.5","0.22"
"Junk Bay","JM3","1991-01-07","1","Middle Water","1.3","6","8.2","32.4","4.9","17.6","13","0.22"
"Junk Bay","JM3","1991-01-07","1","Bottom Water","1.3","6.1","8.2","32.4","4.8","17.6","8","0.26"
"Junk Bay","JM3","1991-02-08","1","Surface Water","1.6","6.5","8.1","32.1","1.9","17.7","3","0.35"
"Junk Bay","JM3","1991-02-08","1","Middle Water","1.7","6.3","8.1","32.1","1.9","17.7","4.5","0.35"
"Junk Bay","JM3","1991-02-08","1","Bottom Water","0.5","6.3","8.1","32.1","1.5","17.7","2.5","0.39"
"Junk Bay","JM3","1991-03-05","1","Surface Water","0.3","6.4","8","31.6","3.1","16.1","1.5","0.34"
"Junk Bay","JM3","1991-03-05","1","Middle Water","0.3","6.5","8","31.6","2.8","15.9","6","0.36"
"Junk Bay","JM3","1991-03-05","1","Bottom Water","0.3","6.7","8.1","31.7","2.3","15.8","2.5","0.23"
"Junk Bay","JM3","1991-04-09","1","Surface Water","11","6.8","8","33","2","19.9","3.5","0.21"
"Junk Bay","JM3","1991-04-09","1","Middle Water","2.7","6.9","8.1","33.1","1.4","19.7","1","0.16"
"Junk Bay","JM3","1991-04-09","1","Bottom Water","1.6","6.9","8","33.2","1.2","19.6","11","0.1"
"Junk Bay","JM3","1991-05-06","1","Surface Water","1.1","5.8","8","33.3","3.4","22.6","8.5","0.28"
"Junk Bay","JM3","1991-05-06","1","Middle Water","0.5","5.7","8","33.3","3.5","22.5","0.5","0.24"
"Junk Bay","JM3","1991-05-06","1","Bottom Water","0.5","6.1","8","33.4","16","22.3","17","0.14"
"Junk Bay","JM3","1991-06-03","1","Surface Water","11","8.6","8.4","31.6","1.4","26.9","10","0.53"
"Junk Bay","JM3","1991-06-03","1","Middle Water","3.2","6","8.3","32","1.6","25.2","1.5","0.15"
"Junk Bay","JM3","1991-06-03","1","Bottom Water","1.3","5.2","8.2","32.9","1.3","23.6","2","0.13"
"Junk Bay","JM3","1991-07-05","1","Surface Water","2.9","6.6","8.2","27.3","3.9","25.2","4","0.45"
"Junk Bay","JM3","1991-07-05","1","Middle Water","1.6","6.6","8.2","27.5","3.4","25.1","2","0.45"
"Junk Bay","JM3","1991-07-05","1","Bottom Water","0.3","3.6","8.2","33.2","22","21.7","13","0.25"
"Junk Bay","JM3","1991-08-05","1","Surface Water","0.8","9.2","8.4","29.7","1.4","24.6","1.5","0.25"
"Junk Bay","JM3","1991-08-05","1","Middle Water","0.8","8.8","8.4","29.9","1.7","24","1.5","0.26"
"Junk Bay","JM3","1991-08-05","1","Bottom Water","0.8","2.5","8.1","32","2.6","21.4","3","0.31"
"Junk Bay","JM3","1991-09-10","1","Surface Water","<0.2","3.7","8.1","31.9","4.5","24.6","3","0.37"
"Junk Bay","JM3","1991-09-10","1","Middle Water","<0.2","4","8.1","32","3.3","24.5","2.5","0.33"
"Junk Bay","JM3","1991-09-10","1","Bottom Water","<0.2","4.1","8.1","32.6","2.5","23.9","2.5","0.33"
"Junk Bay","JM3","1991-10-07","1","Surface Water","0.3","4.9","7.9","32.6","2.1","25.5","3","0.41"
"Junk Bay","JM3","1991-10-07","1","Middle Water","0.5","5.1","7.9","32.6","3.2","25.2","3","0.35"
"Junk Bay","JM3","1991-10-07","1","Bottom Water","<0.2","5.5","7.9","32.8","4.5","25.2","3.5","0.33"
"Junk Bay","JM3","1991-11-04","1","Surface Water","8.5","7.1","8","32.3","1.5","23.8","4","0.45"
"Junk Bay","JM3","1991-11-04","1","Middle Water","4.3","6.7","8","32.7","1.7","23.8","3.5","0.78"
"Junk Bay","JM3","1991-11-04","1","Bottom Water","7.5","5.9","8","32.8","1.4","23.7","3.5","0.48"
"Junk Bay","JM3","1991-12-03","1","Surface Water","0.2","6.3","7.8","31.3","3.2","20.9","4","0.53"
"Junk Bay","JM3","1991-12-03","1","Middle Water","0.2","5.7","7.9","31.5","3.8","20.8","4.5","0.46"
"Junk Bay","JM3","1991-12-03","1","Bottom Water","0.2","5.4","8","31.5","3.4","20.7","4","0.66"
"Junk Bay","JM3","1992-01-03","1","Surface Water","0.5","N/A","8.9","34.9","3.2","16.2","3","0.35"
"Junk Bay","JM3","1992-01-03","1","Middle Water","0.3","N/A","8.8","34.4","7.8","16.4","10","0.29"
"Junk Bay","JM3","1992-01-03","1","Bottom Water","0.3","N/A","8.9","34.7","7.8","16.5","11","0.24"
"Junk Bay","JM3","1992-02-14","1","Surface Water","<0.2","6.6","8.1","32","4.1","15.6","4.5","0.21"
"Junk Bay","JM3","1992-02-14","1","Middle Water","<0.2","6.7","8.1","32","3.7","15.6","4.5","0.21"
"Junk Bay","JM3","1992-02-14","1","Bottom Water","<0.2","7.1","8.1","32.1","3.8","15.6","5","0.21"
"Junk Bay","JM3","1992-03-04","1","Surface Water","0.3","6.7","8","31.3","3.3","16.6","4.5","0.33"
"Junk Bay","JM3","1992-03-04","1","Middle Water","0.4","6.7","8","31.3","3.3","16.6","5.5","0.32"
"Junk Bay","JM3","1992-03-04","1","Bottom Water","0.8","6","8","31.7","2.7","16.5","5","0.32"
"Junk Bay","JM3","1992-04-01","1","Surface Water","<0.2","5.7","8.1","32.7","3.5","18.3","3","0.26"
"Junk Bay","JM3","1992-04-01","1","Middle Water","0.3","5","8.1","32.8","3.2","18","3","0.23"
"Junk Bay","JM3","1992-04-01","1","Bottom Water","0.5","4.3","8","32.7","4.3","17.9","4.5","0.2"
"Junk Bay","JM3","1992-05-04","1","Surface Water","2.1","6.4","8.2","29.9","3","23.2","1","0.17"
"Junk Bay","JM3","1992-05-04","1","Middle Water","2.7","6.3","8.2","29.9","3.6","23.2","4","0.15"
"Junk Bay","JM3","1992-05-04","1","Bottom Water","0.5","5.8","8.2","30.2","4.2","23","5","0.16"
"Junk Bay","JM3","1992-06-01","1","Surface Water","0.5","5.5","8.2","31.3","1.8","25","2","0.35"
"Junk Bay","JM3","1992-06-01","1","Middle Water","<0.2","5.7","8.2","31.6","1.9","24.9","3","0.31"
"Junk Bay","JM3","1992-06-01","1","Bottom Water","1.1","5.7","8.2","31.7","3.2","24.9","4","0.21"
"Junk Bay","JM3","1992-07-03","1","Surface Water","7.5","6.5","8.4","27.6","4.9","28.6","4","0.4"
"Junk Bay","JM3","1992-07-03","1","Middle Water","2.1","4.4","8.4","28.9","4.8","28","5","0.32"
"Junk Bay","JM3","1992-07-03","1","Bottom Water","<0.2","4.5","8.3","29.9","6.5","27.8","7","0.3"
"Junk Bay","JM3","1992-08-03","1","Surface Water","1.1","5.3","7.9","31.5","5.1","25.7","5","0.26"
"Junk Bay","JM3","1992-08-03","1","Middle Water","0.5","4.4","7.8","32.6","5.8","23.6","5.5","0.25"
"Junk Bay","JM3","1992-08-03","1","Bottom Water","<0.2","4.9","7.8","33","11","23.4","12","0.16"
"Junk Bay","JM3","1992-09-02","1","Surface Water","9.6","6.4","8.1","31.4","3.7","29.3","5.5","0.31"
"Junk Bay","JM3","1992-09-02","1","Middle Water","<0.2","3.7","7.9","31.4","4.3","29","4","0.35"
"Junk Bay","JM3","1992-09-02","1","Bottom Water","0.5","3.2","7.9","31.4","5.7","28.7","6","0.35"
"Junk Bay","JM3","1992-10-02","1","Surface Water","<0.2","5.7","8","32","3.4","28.4","3.5","0.48"
"Junk Bay","JM3","1992-10-02","1","Middle Water","0.5","6.1","8","32","2.6","28.3","3","0.53"
"Junk Bay","JM3","1992-10-02","1","Bottom Water","0.5","6.1","8","32.4","3.5","28.2","4","0.51"
"Junk Bay","JM3","1992-11-12","1","Surface Water","0.2","6","8.1","32.9","3.6","21.5","4","0.33"
"Junk Bay","JM3","1992-11-12","1","Middle Water","0.2","6.1","8","32.9","4.2","21.3","5","0.29"
"Junk Bay","JM3","1992-11-12","1","Bottom Water","0.3","6.4","8","32.9","4.4","21","4","0.31"
"Junk Bay","JM3","1992-12-02","1","Surface Water","1","7.2","8","33","3.4","20.2","14","0.43"
"Junk Bay","JM3","1992-12-02","1","Middle Water","0.9","5.8","8","33","3.2","20.1","5","0.41"
"Junk Bay","JM3","1992-12-02","1","Bottom Water","1.8","8.4","8","33","5","20.1","5.5","0.55"
"Junk Bay","JM3","1993-01-18","1","Surface Water","<0.2","N/A","8.5","33.4","4.1","17.2","4","0.17"
"Junk Bay","JM3","1993-01-18","1","Middle Water","0.4","N/A","8.2","33.4","4.2","17.2","4","0.18"
