"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Deep Bay","DM1","1989-04-14","1","Surface Water","2.5","6","7.8","19","18.5","22","13","4.26"
"Deep Bay","DM1","1989-05-12","1","Surface Water","6.1","5.5","7.8","15","20","29.2","8.5","1.91"
"Deep Bay","DM1","1989-06-12","1","Surface Water","24","3","7.8","8.7","65","25.8","61","4.62"
"Deep Bay","DM1","1989-07-20","1","Surface Water","2.5","4.8","8.3","16.8","22","27.8","20","1.38"
"Deep Bay","DM1","1989-08-18","1","Surface Water","20","4.8","8.3","15","20.5","30.5","23","2.34"
"Deep Bay","DM1","1989-09-18","1","Surface Water","0.5","2.5","8","21.6","36.5","26.4","38","1.45"
"Deep Bay","DM1","1989-10-16","1","Surface Water","4.6","4.5","8.1","26","39","26.1","38","2.18"
"Deep Bay","DM1","1989-11-13","1","Surface Water","13","7.4","8","23.5","44","23","40","2.87"
"Deep Bay","DM1","1989-12-11","1","Surface Water","17","6.4","8.1","26.9","30.5","18.7","29","4.32"
"Deep Bay","DM1","1990-01-12","1","Surface Water","5.1","3.3","7.3","24.5","50","19.3","34","5.28"
"Deep Bay","DM1","1990-02-12","1","Surface Water","2.9","5.2","7.4","24.8","50","18.7","87","2.11"
"Deep Bay","DM1","1990-03-16","1","Surface Water","1.1","5.4","7.3","24","39","20.4","50","2.12"
"Deep Bay","DM1","1990-04-17","1","Surface Water","1.3","5.8","7.6","18.1","36","21","38","1.58"
"Deep Bay","DM1","1990-05-14","1","Surface Water","1.1","2.6","7.3","16.8","19","27.3","16","4.23"
"Deep Bay","DM1","1990-06-15","1","Surface Water","1.1","5.4","7.8","11.6","18","31.3","17","0.27"
"Deep Bay","DM1","1990-07-13","1","Surface Water","1.1","4.5","8.1","6.6","600","31.4","160","2.68"
"Deep Bay","DM1","1990-08-10","1","Surface Water","0.3","N/A","8.1","14","94","N/A","90","2.3"
"Deep Bay","DM1","1990-09-25","1","Surface Water","4.5","5.7","7.7","14.5","18","30.7","12","4.56"
"Deep Bay","DM1","1990-10-19","1","Surface Water","14","11","7.6","22.8","14","26.5","12","3.98"
"Deep Bay","DM1","1990-11-19","1","Surface Water","3.2","4.5","7.7","22.3","18.9","24.3","30","2.69"
"Deep Bay","DM1","1990-12-18","1","Surface Water","2.1","4.7","7.5","24.4","20","19.7","39","10.44"
"Deep Bay","DM1","1991-01-21","1","Surface Water","3.7","0.7","7.4","19.6","89","18","97","11.32"
"Deep Bay","DM1","1991-02-25","1","Surface Water","9.6","10.4","7.6","23.9","12","16.7","23","6.55"
"Deep Bay","DM1","1991-03-18","1","Surface Water","2.1","8.3","7.6","24.7","31","20.1","32","2.41"
"Deep Bay","DM1","1991-04-18","1","Surface Water","4.8","5.8","7.9","19.7","95","24.9","100","1.07"
"Deep Bay","DM1","1991-05-20","1","Surface Water","16","4","7.5","20.9","31","27.6","26","4.75"
"Deep Bay","DM1","1991-06-14","1","Surface Water","2","5.3","7.7","10.1","30","27.1","37","0.9"
"Deep Bay","DM1","1991-07-15","1","Surface Water","45","7.1","8.3","12.1","45","26","77","1.61"
"Deep Bay","DM1","1991-08-29","1","Surface Water","15","3.3","8","14.4","160","27","250","2.89"
"Deep Bay","DM1","1991-09-24","1","Surface Water","5.1","3.7","7.7","25.1","30","26.2","28","1.6"
"Deep Bay","DM1","1991-11-08","1","Surface Water","67","8.7","8.1","29.5","55","23.7","66","4.5"
"Deep Bay","DM1","1991-12-09","1","Surface Water","4.5","10.4","7.7","28.7","33","20.9","39","3.29"
"Deep Bay","DM1","1992-01-07","1","Surface Water","0.3","5.9","6.2","20.1","28","17.2","33","7.09"
"Deep Bay","DM1","1992-02-10","1","Surface Water","<0.2","6","7.6","24.9","11","9.8","12","3.85"
"Deep Bay","DM1","1992-03-25","1","Surface Water","0.5","7.4","8","22.7","32","21","38","1.83"
"Deep Bay","DM1","1992-04-22","1","Surface Water","<0.2","6.1","7.9","15.7","14","23.7","16","1.2"
"Deep Bay","DM1","1992-05-22","1","Surface Water","1.1","3.5","7.6","12","13","25.3","17","2.68"
"Deep Bay","DM1","1992-06-19","1","Surface Water","0.5","4","7.5","6.7","24","28.9","31","2.23"
"Deep Bay","DM1","1992-07-20","1","Surface Water","<0.2","2.8","6.7","6.1","32","28","40","2.57"
"Deep Bay","DM1","1992-08-17","1","Surface Water","2.1","3.4","7.4","17.3","37","29.7","20","2.66"
"Deep Bay","DM1","1992-09-16","1","Surface Water","0.5","2.7","7.6","14.3","45","30.8","36","4.6"
"Deep Bay","DM1","1992-10-12","1","Surface Water","8.5","5.5","7.7","23.4","30","20.4","38","2.82"
"Deep Bay","DM1","1992-11-11","1","Surface Water","<0.2","6.7","7.5","24.6","35","12.7","68","4.85"
"Deep Bay","DM1","1992-12-08","1","Surface Water","2.6","5.3","7.7","24.1","22","17.8","24","6.52"
"Deep Bay","DM1","1993-01-12","1","Surface Water","<0.2","7","7.5","26","37","20.3","94","5.1"
"Deep Bay","DM1","1993-02-25","1","Surface Water","0.4","6.7","7.5","25.8","28","16.1","30","4.91"
"Deep Bay","DM1","1993-03-12","1","Surface Water","N/A","6","7.8","28.1","110","20.9","N/A","N/A"
"Deep Bay","DM1","1993-04-26","1","Surface Water","0.4","6.6","7.9","16.8","38","23.7","36","1.54"
"Deep Bay","DM1","1993-05-10","1","Surface Water","0.4","3.6","7.5","10.5","37","26.1","30","3.03"
"Deep Bay","DM1","1993-06-07","1","Surface Water","0.9","2.8","7.7","9.2","24","29.2","22","3.14"
"Deep Bay","DM1","1993-07-21","1","Surface Water","1.4","2.8","6.7","10.1","32.2","29.3","5.5","1.74"
"Deep Bay","DM1","1993-08-31","1","Surface Water","9.7","7.6","8.4","15.6","10.1","29.5","18","2.66"
"Deep Bay","DM1","1993-09-29","1","Surface Water","2.3","1.5","7.3","3.3","20","27.3","41","5.02"
"Deep Bay","DM1","1993-10-15","1","Surface Water","63","6.5","8","16.9","40.7","26.6","29","2.86"
"Deep Bay","DM1","1993-11-15","1","Surface Water","8.7","4.5","7.3","18.4","6.4","23.9","20","3.68"
"Deep Bay","DM1","1993-12-13","1","Surface Water","2.7","3.7","7.5","22.9","14.4","19.9","26","5.23"
"Deep Bay","DM1","1994-01-26","1","Surface Water","1.1","3.9","7.7","23.4","16.3","15.6","29","5.15"
"Deep Bay","DM1","1994-02-23","1","Surface Water","0.3","6.1","7.7","25.7","14.4","18.2","40","3.56"
"Deep Bay","DM1","1994-03-16","1","Surface Water","0.5","5.9","7.5","26.3","19.2","16.2","64","4.22"
"Deep Bay","DM1","1994-04-14","1","Surface Water","2.7","5.5","7.7","21.8","8.5","21.9","18","2.94"
"Deep Bay","DM1","1994-05-12","1","Surface Water","0.9","3.6","7.7","20.4","14","28.8","43","2.23"
"Deep Bay","DM1","1994-06-15","1","Surface Water","2.8","4.9","7.8","7.9","70.7","28.8","85","2.05"
"Deep Bay","DM1","1994-07-13","1","Surface Water","0.2","5.2","7.4","6.4","43","29.9","40","2.99"
"Deep Bay","DM1","1994-08-11","1","Surface Water","4.9","N/A","7","0.9","37","28","71","2.47"
"Deep Bay","DM1","1994-09-22","1","Surface Water","3.8","7.4","7.8","6.8","22.8","28.7","33","3.17"
"Deep Bay","DM1","1994-10-07","1","Surface Water","11","3.5","7.6","19.3","32","27.4","33","2.23"
"Deep Bay","DM1","1994-11-21","1","Surface Water","1.3","2.6","7.7","20.1","22","23.5","29","8"
"Deep Bay","DM1","1994-12-19","1","Surface Water","0.2","5.3","7.6","22.1","12","18.8","11","4.33"
"Deep Bay","DM1","1995-01-19","1","Surface Water","0.7","3.5","7.6","24.7","13","17.9","38","5.41"
"Deep Bay","DM1","1995-02-17","1","Surface Water","1.1","6.1","7.9","25.1","31","16.3","57","3.01"
"Deep Bay","DM1","1995-03-20","1","Surface Water","1.7","5.1","7.5","22.3","45","17","64","4.66"
"Deep Bay","DM1","1995-04-19","1","Surface Water","1.7","3.2","7.4","18.4","27","26.4","28","3.89"
"Deep Bay","DM1","1995-05-18","1","Surface Water","4","2.7","7.4","15","26","25.2","43","3.19"
"Deep Bay","DM1","1995-06-15","1","Surface Water","5.3","2.8","7.4","10","70","28.6","80","4.74"
"Deep Bay","DM1","1995-07-17","1","Surface Water","1","1.9","7.5","6.6","27","28.9","29","2.72"
"Deep Bay","DM1","1995-08-18","1","Surface Water","14","0.5","7.3","3.5","21","28.6","20","4.5"
"Deep Bay","DM1","1995-09-11","1","Surface Water","12","1.5","7.5","6.9","39","31.3","60","4.42"
"Deep Bay","DM1","1995-10-12","1","Surface Water","2.4","4.9","7.7","14.6","50","25.3","87","2.83"
"Deep Bay","DM1","1995-11-09","1","Surface Water","1.9","3.1","7.3","19.7","28","22","24","5.08"
"Deep Bay","DM1","1995-12-11","1","Surface Water","<0.2","5.5","7.6","24.2","8.8","17","42","4.59"
"Deep Bay","DM1","1996-01-11","1","Surface Water","1.2","4.2","7.5","23.6","350","16.4","320","6.33"
"Deep Bay","DM1","1996-02-12","1","Surface Water","2.2","7.3","7.7","N/A","10","17.6","11","2.82"
"Deep Bay","DM1","1996-03-11","1","Surface Water","1.9","5.7","7.6","26.7","70","16.4","88","3.93"
"Deep Bay","DM1","1996-04-17","1","Surface Water","2","2.6","7.3","19.3","11.4","22.3","13","6.94"
"Deep Bay","DM1","1996-05-13","1","Surface Water","12","3.5","7.3","14","27.6","24.2","35","5.71"
"Deep Bay","DM1","1996-06-10","1","Surface Water","48","0.1","7.1","3.3","54.8","30.6","43","12.01"
"Deep Bay","DM1","1996-07-10","1","Surface Water","17","0.5","7.1","2","122","30","120","12.02"
"Deep Bay","DM1","1996-08-09","1","Surface Water","21","0.7","7","2","60.1","31.4","210","13.04"
"Deep Bay","DM1","1996-09-12","1","Surface Water","13","8.3","7.9","14.4","26.6","29.9","44","3"
"Deep Bay","DM1","1996-10-07","1","Surface Water","2.3","3","7.1","9.8","17.1","30.2","88","9.81"
"Deep Bay","DM1","1996-11-07","1","Surface Water","4.3","2.3","7.6","17.6","24.8","27.4","78","5.63"
"Deep Bay","DM1","1996-12-06","1","Surface Water","0.6","3.6","7.2","18.2","58.2","18","28","12.22"
"Deep Bay","DM1","1997-01-08","1","Surface Water","140","14.3","8.3","21.7","10","16","45","4.42"
"Deep Bay","DM1","1997-02-13","1","Surface Water","0.6","7.1","7.4","23.2","55.6","15.1","130","3.66"
"Deep Bay","DM1","1997-03-13","1","Surface Water","1","2.4","7.1","22","141.1","23.6","240","6.26"
"Deep Bay","DM1","1997-04-11","1","Surface Water","0.4","4.7","7.4","14.6","26.5","22.9","45","7.25"
"Deep Bay","DM1","1997-05-26","1","Surface Water","0.4","4.2","7.2","15.6","29.6","25.7","35","2.52"
"Deep Bay","DM1","1997-06-06","1","Surface Water","0.7","4.1","6.6","10.7","26.6","29.5","59","3.39"
"Deep Bay","DM1","1997-07-07","1","Surface Water","1.5","4.8","6.4","3.8","13.6","27.2","57","3.02"
"Deep Bay","DM1","1997-08-04","1","Surface Water","5.2","2.1","7","2.9","14.6","27.1","29","2.69"
"Deep Bay","DM1","1997-09-03","1","Surface Water","3.5","1.4","6.2","10.9","43.2","29.7","66","3.23"
"Deep Bay","DM1","1997-10-03","1","Surface Water","1","4.7","6.5","21.2","49.1","26.1","93","2.9"
"Deep Bay","DM1","1997-11-14","1","Surface Water","7.5","2.6","7.3","21","27.5","24.8","48","5.17"
"Deep Bay","DM1","1997-12-01","1","Surface Water","2.2","4.6","7","18.1","21.4","22.6","22","6.03"
"Deep Bay","DM1","1998-01-12","1","Surface Water","1.4","4","7.5","20.9","31.6","20.4","90","7.42"
"Deep Bay","DM1","1998-02-11","1","Surface Water","1.9","6.9","6.5","25.8","12.7","16.9","23","4.35"
"Deep Bay","DM1","1998-03-16","1","Surface Water","1.1","4.6","7","18.1","21.4","22.6","82","3.95"
"Deep Bay","DM1","1998-04-15","1","Surface Water","0.7","2.5","6.3","16","70.6","25","130","3.94"
"Deep Bay","DM1","1998-05-13","1","Surface Water","1.2","2.8","6.6","12","21.5","29.4","29","2.88"
"Deep Bay","DM1","1998-06-12","1","Surface Water","0.4","3.2","6.6","7.8","23.3","27.3","44","2.72"
"Deep Bay","DM1","1998-07-13","1","Surface Water","2.6","3.4","7.4","4.7","26.9","29.5","64","3.18"
"Deep Bay","DM1","1998-08-26","1","Surface Water","2","4.7","7.7","11.2","9.4","31.5","67","4.09"
"Deep Bay","DM1","1998-09-09","1","Surface Water","0.2","1.8","7.2","17.6","143.2","29.8","420","3.04"
"Deep Bay","DM1","1998-10-07","1","Surface Water","1.9","2.7","6.2","25.2","34.6","27.2","27","2.85"
"Deep Bay","DM1","1998-11-20","1","Surface Water","1.8","3.8","6.4","20.1","64.9","22.8","92","6.17"
"Deep Bay","DM1","1998-12-03","1","Surface Water","1.6","4.4","7.6","21.8","43.7","22.2","120","5.24"
"Deep Bay","DM1","1999-01-06","1","Surface Water","<0.2","2.9","7","18.7","41.6","17.8","110","7.95"
"Deep Bay","DM1","1999-02-05","1","Surface Water","1.7","5.1","7.5","22.1","49.4","16.1","92","6.41"
"Deep Bay","DM1","1999-03-08","1","Surface Water","0.5","5.2","7.5","25.1","66","23.3","180","4.41"
"Deep Bay","DM1","1999-04-08","1","Surface Water","3","4.5","7.7","26.4","22.3","23.2","47","3.94"
"Deep Bay","DM1","1999-05-07","1","Surface Water","2.3","4.2","7.6","22.6","20.3","23.3","47","3.53"
"Deep Bay","DM1","1999-06-04","1","Surface Water","31","7.7","8.2","14.5","15","30.6","25","1.28"
"Deep Bay","DM1","1999-07-05","1","Surface Water","12","3.3","7.3","6.7","66.9","30.3","58","3.63"
"Deep Bay","DM1","1999-08-02","1","Surface Water","21","4.9","7.9","12.6","41.2","31.7","82","2.04"
"Deep Bay","DM1","1999-09-01","1","Surface Water","2.3","1.8","7.3","5.5","70.6","29.9","77","3.19"
"Deep Bay","DM1","1999-10-11","1","Surface Water","3.1","3.6","7.2","16.8","85.1","28.8","72","3.3"
"Deep Bay","DM1","1999-11-10","1","Surface Water","5.3","5.7","7.4","22.8","22.6","24","40","4.56"
"Deep Bay","DM1","1999-12-09","1","Surface Water","1.2","5.8","7.5","22.3","12.1","17.2","19","5.16"
"Deep Bay","DM1","2000-01-07","1","Surface Water","4","4.2","7.6","21.8","25.8","19.9","31","5.71"
"Deep Bay","DM1","2000-02-09","1","Surface Water","2.2","5","7.6","24.8","2.4","16.7","29","3.94"
"Deep Bay","DM1","2000-03-08","1","Surface Water","2","5.6","7.5","25.8","19.1","19.4","54","3.59"
"Deep Bay","DM1","2000-04-10","1","Surface Water","4.5","4.5","7.5","17.8","31.7","23","69","2.97"
"Deep Bay","DM1","2000-05-22","1","Surface Water","6","4.6","7.9","17.2","171.5","26.9","19","2.42"
"Deep Bay","DM1","2000-06-21","1","Surface Water","3.2","5","7.5","11.2","171.6","28.1","31","2.61"
"Deep Bay","DM1","2000-07-21","1","Surface Water","4.7","4","7.3","4.8","19","26.7","15","4.28"
"Deep Bay","DM1","2000-08-18","1","Surface Water","4.8","3.6","7.6","8.9","46.6","30.7","19","2.78"
"Deep Bay","DM1","2000-09-18","1","Surface Water","5.8","4.7","7.7","22.9","97.6","27.2","33","2.63"
"Deep Bay","DM1","2000-10-16","1","Surface Water","3.9","6.2","7.9","21.8","72.5","23.8","24","4.25"
"Deep Bay","DM1","2000-11-13","1","Surface Water","0.9","5.4","7.3","22.8","22.6","14","27","4.23"
"Deep Bay","DM1","2000-12-13","1","Surface Water","9.7","4.7","7.3","18.6","61.3","17.7","18","9.52"
"Deep Bay","DM1","2001-01-11","1","Surface Water","210","8.2","8.6","23.7","209.6","17","20","4.19"
"Deep Bay","DM1","2001-02-12","1","Surface Water","6","2.1","7.3","21.3","166.6","18.6","84","6.99"
"Deep Bay","DM1","2001-03-14","1","Surface Water","5.1","2.6","6.8","23.2","167.4","19.5","130","5.47"
"Deep Bay","DM1","2001-04-17","1","Surface Water","8.4","2.9","7.3","17.2","91.1","23.6","44","5.83"
"Deep Bay","DM1","2001-05-11","1","Surface Water","4","3.7","7.4","15","33.4","27.2","16","4.26"
"Deep Bay","DM1","2001-06-14","1","Surface Water","1.9","0.8","7.3","0.3","55.4","27.2","32","5.19"
"Deep Bay","DM1","2001-07-09","1","Surface Water","1.4","4.5","6.2","3.9","35.1","29.4","20","2.66"
"Deep Bay","DM1","2001-08-22","1","Surface Water","9","2.7","7.9","11.9","25.4","30.8","31","3.19"
"Deep Bay","DM1","2001-09-20","1","Surface Water","2.6","1.8","7.3","13.4","53.5","29","74","3.51"
"Deep Bay","DM1","2001-10-19","1","Surface Water","3.3","3.5","7.3","20.6","100.5","25.3","30","4.8"
"Deep Bay","DM1","2001-11-16","1","Surface Water","3.1","4.5","7.5","23.1","103.1","16.6","44","5.14"
"Deep Bay","DM1","2001-12-14","1","Surface Water","1","3","7.4","23","44.6","17.8","39","5.13"
"Deep Bay","DM1","2002-01-15","1","Surface Water","3","6","8","21.2","57.6","19.5","35","4.19"
"Deep Bay","DM1","2002-02-15","1","Surface Water","3","4.1","7.5","24","55.2","19","51","6.97"
"Deep Bay","DM1","2002-03-15","1","Surface Water","1.1","2","7.7","23.6","39.3","22","48","5.64"
"Deep Bay","DM1","2002-04-17","1","Surface Water","1.7","3.8","7.7","21.6","38.2","25.2","36","3.54"
"Deep Bay","DM1","2002-05-17","1","Surface Water","1.9","3.3","7.6","14.4","38.6","26.7","64","3.93"
"Deep Bay","DM1","2002-06-13","1","Surface Water","2.5","2.7","7.8","13.5","31.6","28.3","24","3.82"
"Deep Bay","DM1","2002-07-12","1","Surface Water","14","3.9","6.7","15.4","29","30.3","31","3.21"
"Deep Bay","DM1","2002-08-14","1","Surface Water","8","2.5","7.8","5.9","88.1","29","91","3.29"
"Deep Bay","DM1","2002-09-12","1","Surface Water","1","3","7.6","11.3","326.8","25.4","280","6.49"
"Deep Bay","DM1","2002-10-10","1","Surface Water","2.3","3.6","7.6","15.1","95.1","22.8","130","5.52"
"Deep Bay","DM1","2002-11-22","1","Surface Water","<0.2","3.5","7.3","21.4","121.9","20.8","120","4.99"
"Deep Bay","DM1","2002-12-19","1","Surface Water","4.6","2.7","7.4","23","58.2","20.9","66","5.67"
"Deep Bay","DM1","2003-01-20","1","Surface Water","7.7","4.1","7.7","20.6","45.1","17.6","43","5.01"
"Deep Bay","DM1","2003-02-21","1","Surface Water","1.4","5.2","7.6","23.3","143","19.1","220","4.23"
"Deep Bay","DM1","2003-03-24","1","Surface Water","0.8","2.1","7.4","23.7","32.1","18.8","38","5.21"
"Deep Bay","DM1","2003-04-08","1","Surface Water","1.9","2.4","7.4","20.9","34.7","22","27","4.96"
"Deep Bay","DM1","2003-05-19","1","Surface Water","1.5","3.4","7.8","13.3","31.2","27.8","36","2"
"Deep Bay","DM1","2003-06-20","1","Surface Water","36","3","7.1","6.8","40.6","29.5","35","5.01"
"Deep Bay","DM1","2003-07-18","1","Surface Water","11","2.3","7.4","7.1","74.6","31.8","130","5"
"Deep Bay","DM1","2003-08-14","1","Surface Water","2.6","2.2","7.5","13.1","39.4","31.1","42","3.35"
"Deep Bay","DM1","2003-09-15","1","Surface Water","5","2.1","7.6","10","24.2","27.9","26","5.14"
"Deep Bay","DM1","2003-10-15","1","Surface Water","10","2.1","7.7","17.2","50.7","24.1","23","6.89"
"Deep Bay","DM1","2003-11-12","1","Surface Water","3.8","3.2","7.9","17.7","49","20.7","48","8.35"
"Deep Bay","DM1","2003-12-10","1","Surface Water","3.8","2.8","7.9","22.8","57.1","19","49","8.29"
"Deep Bay","DM1","2004-01-06","1","Surface Water","71","5.9","8.3","21.2","23","20.1","19","7.79"
"Deep Bay","DM1","2004-02-06","1","Surface Water","5","2.5","7.3","23.8","35.2","13","52","6.16"
"Deep Bay","DM1","2004-03-08","1","Surface Water","2.4","3.9","7.6","24.5","123.8","18.5","140","5.43"
"Deep Bay","DM1","2004-04-19","1","Surface Water","16","2.7","7.4","17.2","53.4","25.5","62","6.7"
"Deep Bay","DM1","2004-05-10","1","Surface Water","2.1","7","7.4","15.2","34.6","26.9","30","4.41"
"Deep Bay","DM1","2004-06-09","1","Surface Water","17","1.8","7.2","12.8","20.1","28.5","21","8.66"
"Deep Bay","DM1","2004-07-08","1","Surface Water","9.9","1.6","7.7","6","163.8","29.8","130","8.02"
"Deep Bay","DM1","2004-08-05","1","Surface Water","2.9","2.7","7.7","7.6","148.2","30.6","160","5.67"
"Deep Bay","DM1","2004-09-17","1","Surface Water","5.8","2.4","7.8","22.3","79.2","28.8","26","2.98"
"Deep Bay","DM1","2004-10-14","1","Surface Water","7.2","4.2","7.8","25.6","43.4","26","40","3.12"
"Deep Bay","DM1","2004-11-12","1","Surface Water","17","2.5","7.9","22.4","44.8","24.6","32","7.25"
"Deep Bay","DM1","2004-12-13","1","Surface Water","39","2.6","7.9","23.4","58.6","18.9","180","8.97"
"Deep Bay","DM1","2005-01-10","1","Surface Water","120","5.1","7.8","24.1","80.7","15.7","110","5.9"
"Deep Bay","DM1","2005-02-25","1","Surface Water","1.8","2","7.6","23.8","25.3","16.6","25","6.1"
"Deep Bay","DM1","2005-03-11","1","Surface Water","0.6","1.3","7.6","23.1","47.4","19.9","130","6.33"
"Deep Bay","DM1","2005-04-13","1","Surface Water","2.1","1.3","7.9","21","56.1","21.8","74","5.3"
"Deep Bay","DM1","2005-05-13","1","Surface Water","1.8","3.9","7.2","12.7","33.2","27.4","28","3.68"
"Deep Bay","DM1","2005-06-22","1","Surface Water","5","1.8","7.2","1.8","68.9","27.4","62","7.01"
"Deep Bay","DM1","2005-07-20","1","Surface Water","260","6.3","8","3.2","45","31.8","22","6.45"
"Deep Bay","DM1","2005-08-19","1","Surface Water","4.5","2","7.5","3.3","31.7","27.5","25","4.99"
"Deep Bay","DM1","2005-09-21","1","Surface Water","5.8","1.7","7.1","16.5","53.1","29.9","61","4.25"
"Deep Bay","DM1","2005-10-17","1","Surface Water","9.2","3","7","21.7","24.2","27.7","12","4.22"
"Deep Bay","DM1","2005-11-02","1","Surface Water","10","3.2","7.4","23.8","26.2","22.2","13","6.26"
"Deep Bay","DM1","2005-12-02","1","Surface Water","9.6","3.2","7.5","23.7","21.2","22.6","32","5.29"
"Deep Bay","DM1","2006-01-19","1","Surface Water","28","4.4","7.3","23.4","74.6","21.1","140","6.38"
"Deep Bay","DM1","2006-02-15","1","Surface Water","16","2.8","7.1","23.5","60","19.5","230","4.31"
"Deep Bay","DM1","2006-03-20","1","Surface Water","3.4","1.6","7.5","7.2","68.2","21","110","3.45"
"Deep Bay","DM1","2006-04-18","1","Surface Water","1.9","5.1","7.7","22.7","24.9","21.9","33","3.01"
"Deep Bay","DM1","2006-05-15","1","Surface Water","3.8","5.9","7.1","15.3","17.5","26.1","30","1.16"
"Deep Bay","DM1","2006-06-28","1","Surface Water","89","6.7","7.9","9.9","30.1","30.3","32","1.4"
"Deep Bay","DM1","2006-07-13","1","Surface Water","13","3.9","7.8","8.2","24.9","30.8","17","3.02"
"Deep Bay","DM1","2006-08-10","1","Surface Water","10","3.3","7.6","5.5","16.2","29.6","12","3.8"
"Deep Bay","DM1","2006-09-08","1","Surface Water","6.9","1.4","7.1","10.6","20.1","29.5","16","4.09"
"Deep Bay","DM1","2006-10-09","1","Surface Water","10","3.7","6.9","21.1","41.8","27.4","31","3.79"
"Deep Bay","DM1","2006-11-06","1","Surface Water","8","2.9","7.3","22.6","42.3","24.4","35","5.44"
"Deep Bay","DM1","2006-12-05","1","Surface Water","1.6","3.5","6.8","22.8","30","20.9","16","6.47"
"Deep Bay","DM1","2007-01-19","1","Surface Water","41","4.3","7","22.4","37.1","17.7","24","6.18"
"Deep Bay","DM1","2007-02-02","1","Surface Water","35","7.1","7.9","21.9","28","15.1","21","8.47"
"Deep Bay","DM1","2007-03-19","1","Surface Water","4.3","4","7.5","23.3","37.2","20.2","17","8.72"
"Deep Bay","DM1","2007-04-18","1","Surface Water","14","5.6","7.5","22.2","28.7","25.2","25","4.62"
