"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Victoria Harbour","VM1","1988-08-24","1","Bottom Water","2.1","3.2","8.2","33.9","9","21.2","7","0.19"
"Victoria Harbour","VM1","1988-09-07","1","Surface Water","32","8.2","8.3","28.7","8","26.1","9.5","0.14"
"Victoria Harbour","VM1","1988-09-07","1","Middle Water","28","3.3","8.3","33.9","8.7","22.5","13","0.16"
"Victoria Harbour","VM1","1988-09-07","1","Bottom Water","23","3.7","8.1","34.2","20","22.3","25","0.14"
"Victoria Harbour","VM1","1988-09-21","1","Surface Water","3.6","5.3","8.4","31.5","3.7","26.4","3","0.05"
"Victoria Harbour","VM1","1988-09-21","1","Middle Water","5.1","4.6","8.4","32.6","6","26.4","4.5","0.07"
"Victoria Harbour","VM1","1988-09-21","1","Bottom Water","1.5","N/A","8.4","N/A","7.9","N/A","6.5","0.08"
"Victoria Harbour","VM1","1988-10-05","1","Surface Water","1.5","4.2","8.2","31.6","2.8","26.8","3","0.37"
"Victoria Harbour","VM1","1988-10-05","1","Middle Water","1","4","8.2","31.6","3.3","26.5","2.5","0.35"
"Victoria Harbour","VM1","1988-10-05","1","Bottom Water","0.8","5.1","8.3","31.9","4.1","26","5","0.2"
"Victoria Harbour","VM1","1988-10-18","1","Surface Water","0.6","4.1","8.2","32.4","5.5","24.2","3","0.31"
"Victoria Harbour","VM1","1988-10-18","1","Middle Water","0.4","5.1","8.2","32.6","5","24","2","0.3"
"Victoria Harbour","VM1","1988-10-18","1","Bottom Water","1","5.3","8.1","32.6","4","23.9","1","0.33"
"Victoria Harbour","VM1","1988-11-02","1","Surface Water","0.2","4.1","8","32.1","8.2","23","5.5","0.38"
"Victoria Harbour","VM1","1988-11-02","1","Middle Water","0.6","4.6","8.1","32.2","13.5","22.8","8","0.32"
"Victoria Harbour","VM1","1988-11-02","1","Bottom Water","0.8","5","8.1","32.3","9.6","22.7","9.5","0.32"
"Victoria Harbour","VM1","1988-11-16","1","Surface Water","0.8","4.2","8.1","31.1","4","21.5","2.5","0.47"
"Victoria Harbour","VM1","1988-11-16","1","Middle Water","0.2","4.3","8","31.2","3.7","21.3","3","0.5"
"Victoria Harbour","VM1","1988-11-16","1","Bottom Water","0.2","4","8.1","31.2","3.2","21.3","3","0.47"
"Victoria Harbour","VM1","1988-11-30","1","Surface Water","3.4","4.3","8.1","31","4","20.2","4.5","0.51"
"Victoria Harbour","VM1","1988-11-30","1","Middle Water","2.7","4.3","8.1","31","4.5","20.2","3.5","0.49"
"Victoria Harbour","VM1","1988-11-30","1","Bottom Water","2.7","4.5","8.1","31.1","3.5","20","4","0.49"
"Victoria Harbour","VM1","1988-12-14","1","Surface Water","1","4.4","8","N/A","3.6","19.1","3.5","0.48"
"Victoria Harbour","VM1","1988-12-14","1","Middle Water","0.4","4.5","8.1","N/A","3.3","19","3.5","0.48"
"Victoria Harbour","VM1","1988-12-14","1","Bottom Water","0.6","4.7","8.1","N/A","3.5","19","4","0.47"
"Victoria Harbour","VM1","1988-12-28","1","Surface Water","0.8","5.4","8.2","31.6","3.2","18.7","4.5","0.34"
"Victoria Harbour","VM1","1988-12-28","1","Middle Water","0.6","5.8","8.2","31.8","3.4","18.4","5","0.33"
"Victoria Harbour","VM1","1988-12-28","1","Bottom Water","0.7","6.4","8.3","31.9","4.8","18.3","6","0.29"
"Victoria Harbour","VM1","1989-01-11","1","Surface Water","0.8","5.4","8.3","31.6","4.3","17.9","4","0.29"
"Victoria Harbour","VM1","1989-01-11","1","Middle Water","0.6","5.4","8.3","31.6","5.8","17.6","5","0.28"
"Victoria Harbour","VM1","1989-01-11","1","Bottom Water","0.3","5.5","8.3","31.6","5.2","17.5","5","0.23"
"Victoria Harbour","VM1","1989-01-25","1","Surface Water","<0.2","5.3","8","31.3","3.2","16.4","4.5","0.45"
"Victoria Harbour","VM1","1989-01-25","1","Middle Water","<0.2","5.8","8.1","31.4","2.7","16.3","3","0.38"
"Victoria Harbour","VM1","1989-01-25","1","Bottom Water","<0.2","5.8","8.1","31.5","3.2","16.3","4","0.34"
"Victoria Harbour","VM1","1989-02-09","1","Surface Water","2.5","6.6","8.1","31.5","4.5","15.3","2","0.27"
"Victoria Harbour","VM1","1989-02-09","1","Middle Water","1.5","7","8.2","31.7","4","15.2","3.5","0.16"
"Victoria Harbour","VM1","1989-02-09","1","Bottom Water","1.7","7","8.1","31.8","4.5","15.2","4","0.13"
"Victoria Harbour","VM1","1989-02-22","1","Surface Water","1.3","N/A","8","N/A","4.8","N/A","2.5","0.34"
"Victoria Harbour","VM1","1989-02-22","1","Middle Water","1.9","N/A","8.1","N/A","5.5","N/A","3","0.23"
"Victoria Harbour","VM1","1989-02-22","1","Bottom Water","1.6","N/A","8.1","N/A","5.5","N/A","4.5","0.28"
"Victoria Harbour","VM1","1989-03-08","1","Surface Water","0.4","5.8","8.3","32.9","5","15.8","4.5","0.19"
"Victoria Harbour","VM1","1989-03-08","1","Middle Water","0.6","5.9","8.3","33","5.5","15.7","6","0.19"
"Victoria Harbour","VM1","1989-03-08","1","Bottom Water","0.6","5.9","8.3","33","5.5","15.7","6.5","0.18"
"Victoria Harbour","VM1","1989-03-22","1","Surface Water","0.2","5.7","8.3","33.2","8","16.7","5","0.21"
"Victoria Harbour","VM1","1989-03-22","1","Middle Water","0.4","5.6","8.3","33.2","9","16.7","1.5","0.23"
"Victoria Harbour","VM1","1989-03-22","1","Bottom Water","0.8","5.7","8.3","33.3","9","16.7","3","0.21"
"Victoria Harbour","VM1","1989-04-06","1","Surface Water","0.3","4.2","8.1","32.9","22","18.2","3.5","0.25"
"Victoria Harbour","VM1","1989-04-06","1","Middle Water","<0.2","4.5","8.1","33.1","21","18.1","4.5","0.3"
"Victoria Harbour","VM1","1989-04-06","1","Bottom Water","0.2","4.7","8.1","33.3","19.5","18.1","2.5","0.31"
"Victoria Harbour","VM1","1989-05-03","1","Surface Water","1.4","4.2","8.1","31.4","8.2","22.1","1.5","0.49"
"Victoria Harbour","VM1","1989-05-03","1","Middle Water","2.6","3.7","8.2","32.1","8.8","22","2.5","0.5"
"Victoria Harbour","VM1","1989-05-03","1","Bottom Water","1.5","4.2","8.2","32.1","8.1","21.8","2","0.4"
"Victoria Harbour","VM1","1989-05-17","1","Surface Water","2.7","3.3","8.2","32.3","4.9","23.7","1","0.35"
"Victoria Harbour","VM1","1989-05-17","1","Middle Water","1.4","3.1","8.1","32.4","4.8","23.5","1","0.35"
"Victoria Harbour","VM1","1989-05-17","1","Bottom Water","1.8","2.9","8.1","32.4","6.4","23.4","1.5","0.34"
"Victoria Harbour","VM1","1989-06-01","1","Surface Water","0.5","4.4","8.2","32.5","9","22.5","6.5","0.26"
"Victoria Harbour","VM1","1989-06-01","1","Middle Water","0.2","4.8","8.2","32.7","8.9","22.5","5.5","0.26"
"Victoria Harbour","VM1","1989-06-01","1","Bottom Water","0.5","5.1","8.2","32.7","10.2","22.4","8","0.28"
"Victoria Harbour","VM1","1989-06-14","1","Surface Water","36","10.1","8.7","24.1","4.2","26","2.5","0.11"
"Victoria Harbour","VM1","1989-06-14","1","Middle Water","17","4.5","8.4","28.3","4.8","24","2.5","0.27"
"Victoria Harbour","VM1","1989-06-14","1","Bottom Water","7.4","4.8","8.3","30.3","3.8","23.9","1.5","0.32"
"Victoria Harbour","VM1","1989-06-28","1","Surface Water","0.7","2.4","8.2","30.8","4.2","26.5","3","0.4"
"Victoria Harbour","VM1","1989-06-28","1","Middle Water","0.5","2.4","8.2","31","6.2","26.5","4","0.39"
"Victoria Harbour","VM1","1989-06-28","1","Bottom Water","0.7","2.5","8.2","31","6.2","26.5","4.5","0.36"
"Victoria Harbour","VM1","1989-07-12","1","Surface Water","20","7.5","8.8","27.6","5.1","27.5","4","0.06"
"Victoria Harbour","VM1","1989-07-12","1","Middle Water","1","3.1","8.5","33.6","4.2","22.6","5","0.18"
"Victoria Harbour","VM1","1989-07-12","1","Bottom Water","1.5","3","8.5","33.7","4.2","22.4","9","0.19"
"Victoria Harbour","VM1","1989-07-26","1","Surface Water","1.8","4.2","8.5","30","7.2","27.7","6","0.37"
"Victoria Harbour","VM1","1989-07-26","1","Middle Water","1.3","3.5","8.4","32.3","7","26.7","3.5","0.26"
"Victoria Harbour","VM1","1989-07-26","1","Bottom Water","0.9","3.6","8.5","32.6","14.5","26.6","11","0.2"
"Victoria Harbour","VM1","1989-08-08","1","Surface Water","26","6","8.6","31.7","2.8","26.2","3.5","0.18"
"Victoria Harbour","VM1","1989-08-08","1","Middle Water","7.8","3.6","8.5","32.9","2.9","24.1","3.5","0.2"
"Victoria Harbour","VM1","1989-08-08","1","Bottom Water","2.8","3.1","8.5","33.4","5.6","23.4","2.5","0.21"
"Victoria Harbour","VM1","1989-08-23","1","Surface Water","6.7","4.4","8.7","31.1","2.5","25.4","3.5","0.26"
"Victoria Harbour","VM1","1989-08-23","1","Middle Water","1.6","2.8","8.7","32","5.5","24.5","6.5","0.2"
"Victoria Harbour","VM1","1989-08-23","1","Bottom Water","6.5","2.4","8.8","32.3","2.7","24.1","4","0.18"
"Victoria Harbour","VM1","1989-09-06","1","Surface Water","8.4","4.8","8.5","31.4","2.3","27.2","7","0.24"
"Victoria Harbour","VM1","1989-09-06","1","Middle Water","4.5","3.1","8.4","33.2","2.5","24.6","6","0.28"
"Victoria Harbour","VM1","1989-09-06","1","Bottom Water","1.7","3.1","8.4","33.3","5","24.4","8.5","0.19"
"Victoria Harbour","VM1","1989-09-20","1","Surface Water","0.7","3.4","8.4","31.4","5.2","28.1","5.5","0.24"
"Victoria Harbour","VM1","1989-09-20","1","Middle Water","0.4","3.6","8.5","31.5","6.1","28.1","10","0.26"
"Victoria Harbour","VM1","1989-09-20","1","Bottom Water","0.9","3.4","8.5","31.4","7","28.1","10","0.24"
"Victoria Harbour","VM1","1989-10-04","1","Surface Water","1.4","4.9","8.5","32.4","5","27.5","5","0.19"
"Victoria Harbour","VM1","1989-10-04","1","Middle Water","1.2","4.9","8.5","32.4","3.5","27.4","7","0.17"
"Victoria Harbour","VM1","1989-10-04","1","Bottom Water","0.8","4.7","8.5","32.4","4","27.4","5","0.13"
"Victoria Harbour","VM1","1989-10-18","1","Surface Water","1.5","4.3","8.4","32.5","4.5","25.7","4.5","0.31"
"Victoria Harbour","VM1","1989-10-18","1","Middle Water","0.8","4.5","8.5","32.4","4.4","25.5","5","0.29"
"Victoria Harbour","VM1","1989-10-18","1","Bottom Water","<0.2","4.6","8.5","32.5","6.7","25.4","7.5","0.23"
"Victoria Harbour","VM1","1989-11-01","1","Surface Water","3.5","4.2","8.4","31.8","4","25","5","0.4"
"Victoria Harbour","VM1","1989-11-01","1","Middle Water","3.2","4.2","8.4","31.8","6.3","25","4.5","0.38"
"Victoria Harbour","VM1","1989-11-01","1","Bottom Water","2.8","4.4","8.5","31.9","6.5","24.9","4.5","0.4"
"Victoria Harbour","VM1","1989-11-15","1","Surface Water","4.9","4.4","8.3","31.5","4.8","23.6","3","0.23"
"Victoria Harbour","VM1","1989-11-15","1","Middle Water","4","4.5","8.3","31.5","3.5","23.5","4","0.38"
"Victoria Harbour","VM1","1989-11-15","1","Bottom Water","2.6","4.5","8.4","31.7","11","23.4","14","0.25"
"Victoria Harbour","VM1","1989-11-29","1","Surface Water","1.8","4","8.1","31.3","3.4","20.9","3","0.47"
"Victoria Harbour","VM1","1989-11-29","1","Middle Water","1.2","4.3","8.2","31.4","2.8","20.8","5","0.45"
"Victoria Harbour","VM1","1989-11-29","1","Bottom Water","1.1","4.7","8.2","31.5","4.9","20.6","11","0.3"
"Victoria Harbour","VM1","1989-12-13","1","Surface Water","6.1","5.3","8.4","31.5","4","20.2","5","0.33"
"Victoria Harbour","VM1","1989-12-13","1","Middle Water","5.9","5.6","8.4","31.6","4.1","19.9","18","0.32"
"Victoria Harbour","VM1","1989-12-13","1","Bottom Water","2.4","5.5","8.4","31.7","3.2","19.9","4.5","0.3"
"Victoria Harbour","VM1","1989-12-27","1","Surface Water","1.4","5.1","8.2","31.6","3.2","18.2","2","0.35"
"Victoria Harbour","VM1","1989-12-27","1","Middle Water","1.2","5.1","8.2","31.7","2.3","18.2","4.5","0.35"
"Victoria Harbour","VM1","1989-12-27","1","Bottom Water","1","5","8.2","31.7","2.1","18.1","4","0.35"
"Victoria Harbour","VM1","1990-01-10","1","Surface Water","3","4.5","8.1","31.2","3.6","18.4","3.5","0.41"
"Victoria Harbour","VM1","1990-01-10","1","Middle Water","2.4","4.2","8.1","31.2","3.8","18.2","9","0.38"
"Victoria Harbour","VM1","1990-01-10","1","Bottom Water","2.1","4.8","8.2","31.3","4.1","18.1","5","0.45"
"Victoria Harbour","VM1","1990-01-23","1","Surface Water","0.6","6","8.4","30.7","2.8","16.7","3.5","0.21"
"Victoria Harbour","VM1","1990-01-23","1","Middle Water","1.3","6.1","8.4","31.3","2.8","16.6","4","0.22"
"Victoria Harbour","VM1","1990-01-23","1","Bottom Water","0.7","6.4","8.4","31.4","2","16.6","2","0.18"
"Victoria Harbour","VM1","1990-02-07","1","Surface Water","1.3","6.6","8.5","31.3","2.5","15.8","1","0.19"
"Victoria Harbour","VM1","1990-02-07","1","Middle Water","0.7","6.2","8.5","31.3","3.2","15.7","3.5","0.19"
"Victoria Harbour","VM1","1990-02-07","1","Bottom Water","0.2","6.2","8.5","31.3","3.5","15.6","2.5","0.14"
"Victoria Harbour","VM1","1990-02-21","1","Surface Water","0.5","8.8","8.7","28.7","3.2","18.2","1","0.27"
"Victoria Harbour","VM1","1990-02-21","1","Middle Water","0.5","8.5","8.8","28.8","3.1","18.1","3.5","0.21"
"Victoria Harbour","VM1","1990-02-21","1","Bottom Water","0.8","8.3","8.8","28.9","2.8","18.1","2.5","0.19"
"Victoria Harbour","VM1","1990-03-07","1","Surface Water","0.5","6.2","8.6","31.2","2.4","16.5","7","0.3"
"Victoria Harbour","VM1","1990-03-07","1","Middle Water","0.8","5.8","8.7","31.5","2.6","16.1","<0.5","0.35"
"Victoria Harbour","VM1","1990-03-07","1","Bottom Water","0.3","5.9","8.7","31.5","2.2","16.1","2.5","0.17"
"Victoria Harbour","VM1","1990-03-21","1","Surface Water","5.6","8.9","8.7","31.7","3.7","18","2.5","0.17"
"Victoria Harbour","VM1","1990-03-21","1","Middle Water","5.1","7.6","8.7","31.7","2","17.6","2.5","0.12"
"Victoria Harbour","VM1","1990-03-21","1","Bottom Water","1.9","7.5","8.7","31.7","2.4","17.4","2","0.19"
"Victoria Harbour","VM1","1990-04-04","1","Surface Water","0.8","4.9","8.2","31.6","2.2","20.1","2","0.26"
"Victoria Harbour","VM1","1990-04-04","1","Middle Water","0.3","5.6","8.3","32.2","2.3","19.4","2","0.26"
"Victoria Harbour","VM1","1990-04-04","1","Bottom Water","0.8","5.9","8.4","32.3","2.2","19.3","2.5","0.21"
"Victoria Harbour","VM1","1990-04-18","1","Surface Water","0.5","6","8.3","32.2","4.5","20","4","0.19"
"Victoria Harbour","VM1","1990-04-18","1","Middle Water","0.5","5.9","8.4","32.4","4.5","20","3.5","0.18"
"Victoria Harbour","VM1","1990-04-18","1","Bottom Water","0.5","6","8.4","32.4","4.8","20","4","0.16"
"Victoria Harbour","VM1","1990-05-02","1","Surface Water","8.3","9.6","8.5","31.6","2.6","22.6","1","0.32"
"Victoria Harbour","VM1","1990-05-02","1","Middle Water","5.6","6","8.5","32.1","3","21.5","1.5","0.32"
"Victoria Harbour","VM1","1990-05-02","1","Bottom Water","0.8","6.1","8.7","32.5","2.2","20.5","2","0.1"
"Victoria Harbour","VM1","1990-05-16","1","Surface Water","0.8","5.5","8.6","32.4","3","23.2","25","0.19"
"Victoria Harbour","VM1","1990-05-16","1","Middle Water","0.8","6","8.6","32.4","2.2","23.2","12","0.24"
"Victoria Harbour","VM1","1990-05-16","1","Bottom Water","0.8","5.3","8.6","32.5","3","23.1","2","0.21"
"Victoria Harbour","VM1","1990-05-30","1","Surface Water","<0.2","5.8","8.3","32.6","3.1","24.8","3.5","0.32"
"Victoria Harbour","VM1","1990-05-30","1","Middle Water","<0.2","5.5","8.3","32.7","3.2","24.6","15","0.28"
"Victoria Harbour","VM1","1990-05-30","1","Bottom Water","<0.2","5.1","8.3","32.7","4.2","24.5","2","0.24"
"Victoria Harbour","VM1","1990-06-13","1","Surface Water","8","5.7","8.6","30.5","3.7","26.6","8.5","0.28"
"Victoria Harbour","VM1","1990-06-13","1","Middle Water","4","4.9","8.6","30.8","4.1","26.1","8","0.24"
"Victoria Harbour","VM1","1990-06-13","1","Bottom Water","5.6","5.2","8.6","31.3","4","25.8","<0.5","0.41"
"Victoria Harbour","VM1","1990-06-27","1","Surface Water","2.4","6","8.6","30.5","3.7","27.3","1.5","0.17"
"Victoria Harbour","VM1","1990-06-27","1","Middle Water","5.9","4.6","8.7","33.3","3.5","25.1","2","0.15"
"Victoria Harbour","VM1","1990-06-27","1","Bottom Water","0.8","4.5","8.7","33.6","5.7","24.7","3","0.09"
"Victoria Harbour","VM1","1990-07-11","1","Surface Water","0.3","4.9","8.4","29.3","2.7","25.9","2.5","0.27"
"Victoria Harbour","VM1","1990-07-11","1","Middle Water","0.3","4.3","8.4","30.1","2.6","25.3","3","0.34"
"Victoria Harbour","VM1","1990-07-11","1","Bottom Water","<0.2","4.1","8.4","30","2.8","25.4","7.5","0.26"
"Victoria Harbour","VM1","1990-07-25","1","Surface Water","1.9","4.8","8.4","30.1","2.3","26.4","2.5","0.23"
"Victoria Harbour","VM1","1990-07-25","1","Middle Water","2.4","4.6","8.4","30.2","2.5","26.3","3.5","0.21"
"Victoria Harbour","VM1","1990-07-25","1","Bottom Water","2.4","5.4","8.4","30.4","1.7","26.4","1.5","0.22"
"Victoria Harbour","VM1","1990-08-08","1","Surface Water","4.5","6.4","8.4","29.2","5.8","27.8","3","0.18"
"Victoria Harbour","VM1","1990-08-08","1","Middle Water","2.7","4.7","8.4","30","6.2","27.2","6.5","0.13"
"Victoria Harbour","VM1","1990-08-08","1","Bottom Water","2.9","4.6","8.3","30.2","7","27.1","4.5","0.21"
"Victoria Harbour","VM1","1990-08-22","1","Surface Water","0.8","3.8","8.2","32.9","3.2","25.2","4","0.24"
"Victoria Harbour","VM1","1990-08-22","1","Middle Water","0.3","3.4","8.2","32.9","2.7","25.1","5","0.26"
"Victoria Harbour","VM1","1990-08-22","1","Bottom Water","0.3","3.4","7.6","32.9","2","25","3","0.27"
"Victoria Harbour","VM1","1990-09-05","1","Surface Water","9","4.5","8.3","31.6","10","28","12","0.27"
"Victoria Harbour","VM1","1990-09-05","1","Middle Water","12","4.1","8.2","31.6","10.5","27.9","10","0.28"
"Victoria Harbour","VM1","1990-09-05","1","Bottom Water","5.9","3.7","8.2","31.7","19.5","27.9","25","0.31"
"Victoria Harbour","VM1","1990-09-18","1","Surface Water","5.9","4.2","8.3","32.1","10.8","27.5","10","0.23"
"Victoria Harbour","VM1","1990-09-18","1","Middle Water","3.8","4.4","8.3","32.2","16.3","27.5","12","0.19"
"Victoria Harbour","VM1","1990-09-18","1","Bottom Water","2.9","4.4","8.3","32.3","22.2","27.6","15","0.17"
"Victoria Harbour","VM1","1990-10-01","1","Surface Water","2.4","4.7","8.2","31.7","5","28.6","2.5","0.18"
"Victoria Harbour","VM1","1990-10-01","1","Middle Water","2","4.2","8.2","31.8","6.1","28.5","6","0.18"
"Victoria Harbour","VM1","1990-10-01","1","Bottom Water","1.1","3.8","8.2","31.8","4.5","28.4","5.5","0.18"
"Victoria Harbour","VM1","1990-10-17","1","Surface Water","4","5.6","8","31.4","10","26.7","5","0.23"
"Victoria Harbour","VM1","1990-10-17","1","Middle Water","2.9","4.9","8","31.8","6.3","26.7","7","0.23"
"Victoria Harbour","VM1","1990-10-17","1","Bottom Water","1.9","4.7","8.1","31.9","12","26.6","9","0.26"
"Victoria Harbour","VM1","1990-10-31","1","Surface Water","2.7","6.3","8","31.9","5.8","25.1","3.5","0.15"
"Victoria Harbour","VM1","1990-10-31","1","Middle Water","5.6","6.2","8","32","6.5","25.1","4.5","0.15"
"Victoria Harbour","VM1","1990-10-31","1","Bottom Water","4.3","6.2","8","32","2.8","25.1","4.5","0.17"
"Victoria Harbour","VM1","1990-11-14","1","Surface Water","0.5","4.5","7.7","31.3","2.3","23.7","3","0.45"
"Victoria Harbour","VM1","1990-11-14","1","Middle Water","0.3","4.3","7.8","31.9","5.1","23.5","3.5","0.36"
"Victoria Harbour","VM1","1990-11-14","1","Bottom Water","<0.2","4.5","7.9","32","3.8","23.4","2.5","0.33"
"Victoria Harbour","VM1","1990-11-28","1","Surface Water","1.6","5.3","7.9","32","8.2","22.7","6.5","0.29"
"Victoria Harbour","VM1","1990-11-28","1","Middle Water","0.8","5.1","7.9","32.2","12.3","22.6","7.5","0.24"
"Victoria Harbour","VM1","1990-11-28","1","Bottom Water","0.5","5.1","7.9","32.2","15.1","22.6","11","0.24"
"Victoria Harbour","VM1","1990-12-14","1","Surface Water","4.5","6.4","8.1","32.5","6.9","19.8","1","0.25"
"Victoria Harbour","VM1","1990-12-14","1","Middle Water","2.7","6.1","8.1","32.7","5.3","19.5","2.5","0.19"
"Victoria Harbour","VM1","1990-12-14","1","Bottom Water","2.1","7","8.1","32.8","4.3","19.4","8","0.15"
"Victoria Harbour","VM1","1990-12-27","1","Surface Water","0.5","5.7","7.9","32.7","3.5","19.2","3","0.17"
